x_m,y_m,psi_rad,v_mps,v_mps,s_m,ey_m,epsi_rad,a_mps2,delta_rad,t_s
3.4861629586071126,2.1221937785038687,-3.129954340069952,7.422057530123144,7.422057530123144,46.22549132494892,0.22146814033773046,-0.021742249096588562,0.9999999661266165,0.0065877999788406475,5.322140780859294
3.2187998305956356,2.1236645188788064,3.119510698663361,7.476248643105784,7.476248643105784,46.484193570031664,0.21643460072207474,-0.016484556778376496,0.9999999657160235,0.024923555514464766,5.3574962158762345
2.9522988546611564,2.131908411954033,3.1032407090814442,7.5325261184519,7.5325261184519,46.74294876371187,0.21471429677437648,0.003438830796281933,0.9999999651996813,0.017154413840143625,5.392641147979606
2.6890096503039143,2.144737087230734,3.0949295902655214,7.587287516470318,7.587287516470318,47.001744277022546,0.2174252479564664,0.017137897380286107,0.9999999645944645,0.0038738689833915712,5.427496596663567
2.4247818640799856,2.15799938144664,3.0722843182278448,7.637222545610882,7.637222545610882,47.2605753012821,0.22233125031018702,0.020221224995714025,0.999999963906758,-0.002135020789307265,5.462000931705268
2.1595409078045407,2.182312538686972,3.0376921838212474,7.679589731879372,7.679589731879372,47.519392285743734,0.22739120535628515,0.018531603997920327,0.9999999631693182,-0.008401990939314555,5.496101553019699
1.9040938543892056,2.2128772634728335,3.0375978972296265,7.712621857480542,7.712621857480542,47.778233840816256,0.2313384825767532,0.011933463658424192,0.9999999624387568,-0.015263329337190067,5.529773793770484
1.6552622438232758,2.235677037074092,3.0637475688387203,7.735864346808134,7.735864346808134,48.0369340673801,0.23287777584472474,4.941575674221711e-05,0.9999999617889459,-0.00011482524422775817,5.563035096564814
1.4057665948857012,2.250227469566858,3.101546888802379,7.750295013242996,7.750295013242996,48.29560426713017,0.23287906858712726,-3.9271921362792956e-05,0.9999999612737905,0.00010229536189921857,5.595952530147112
1.1565591472193681,2.255664937011808,-3.1407090464604384,7.758170291371326,7.758170291371326,48.55432192381979,0.2328790675420923,3.926367169835721e-05,0.9999999609263175,-0.00010162182404144876,5.628625272173929
0.9089393814906048,2.2498782948326026,-3.09310349692301,7.762674107856058,7.762674107856058,48.81304104132414,0.2328791626737171,-3.851032732411996e-05,0.9999999607528841,9.952907288924075e-05,5.661169648966321
0.6606591379945866,2.2315271148801905,-3.0504847058240503,7.767425830744902,7.767425830744902,49.0717868628015,0.23287905795163244,3.768124546860464e-05,0.9999999607264414,-9.83894825785056e-05,5.693702834332498
0.41162276078094573,2.2044020468751455,-3.0145517475513257,7.775911815800515,7.775911815800515,49.33062669076399,0.2328790297330528,-3.790386520675941e-05,0.9999999607929339,-0.006437807193248615,5.726323071078258
0.16267310589948814,2.168517925378662,-2.9875354741285474,7.790935371292175,7.790935371292175,49.58951085276487,0.23223475708222038,-0.005013923730895397,0.9999999608890472,-0.022234101592037005,5.759093434338946
-0.09386698945578331,2.1274017521597557,-3.0093076444021714,7.814193415831619,7.814193415831619,49.84837872384814,0.2287201481636189,-0.022334708706071123,0.9999999609427271,-0.010441815415482099,5.7920356538061855
-0.3569267419135027,2.0980928274196273,-3.043644631351285,7.846067108148119,7.846067108148119,50.107085855692105,0.22187254222265887,-0.030532747866289088,0.9999999608825905,-0.00758960721005291,5.825123090442222
-0.618863820295469,2.0752551230876577,-3.068144074942439,7.885700220291343,7.885700220291343,50.36580104102148,0.21312873682257713,-0.03653117344512487,0.9999999606829375,-0.0019685990310254766,5.858280165098378
-0.8824700108282386,2.0587168588665143,-3.0947469022348706,7.931412041723439,7.931412041723439,50.624548005709144,0.20335371903323196,-0.038094338859063145,0.9999999603519146,0.004389010211204358,5.89141342602047
-1.1479931936244427,2.0496414309461564,-3.12541422000385,7.981292549869349,7.981292549869349,50.883267588944555,0.19380607998034938,-0.034599901361594416,0.9999999599245504,0.0124814134021684,5.924435801600706
-1.410884426901806,2.04914491318274,-3.1362874813405655,8.033750419895572,8.033750419895572,51.14196785641567,0.18601452945673738,-0.024650408045206896,0.9999999594478782,0.020416911807785362,5.957285474658866
-1.6700306621081464,2.0460982077030945,-3.121635287228748,8.087786175545444,8.087786175545444,51.4007566623524,0.18167034450015077,-0.008366185614582543,0.9999999589662902,0.029283667875318397,5.9899333382830955
-1.9301704432123683,2.0379098812651275,-3.106243098552367,8.142851132176597,8.142851132176597,51.65957443879758,0.1825445623414477,0.015006485535955166,0.9999999585061689,0.029477711560176374,6.022379830921089
-2.1955683442208667,2.0275864852559984,-3.118481617346364,8.198331900870137,8.198331900870137,51.91835989086047,0.1896035721414827,0.03855971779196461,0.9999999580287239,0.0060398913326629,6.054641889461298
-2.4625899440284087,2.0283220475645187,3.1283356449906417,8.252911753502666,8.252911753502666,52.17707083250706,0.20040922869703087,0.04338793769524159,0.9999999574531144,-0.006988570811498419,6.0867118546928385
-2.726604019909863,2.0360698731144176,3.0981128596975456,8.30427079064546,8.30427079064546,52.43589767250984,0.2111014251805261,0.03780890153764784,0.9999999567522478,-0.008232652636212978,6.118533436503232
-2.9944036041718936,2.0519707816269985,3.0490560733297127,8.349412464393293,8.349412464393293,52.694739082285814,0.2201594932801944,0.031264373927244106,0.9999999559350126,-0.009040128113429918,6.1500372158932555
-3.2597933668303556,2.085995314766315,3.0039457189750656,8.385410631197464,8.385410631197464,52.95357379886134,0.22737215037477318,0.0241293837632415,0.9999999550413164,-0.01915392825548673,6.181163685331954
-3.5100372105246587,2.124371407174083,3.012749038746811,8.410313678093045,8.410313678093045,53.21242969496591,0.23166489957949019,0.00915517745948835,0.9999999541690611,-0.01137386049208359,6.211880626437478
-3.753083425420842,2.149321009907289,3.06523189960578,8.423862926033758,8.423862926033758,53.470919681982465,0.23287893876276858,0.0003554417681792341,0.9999999534302029,-0.0009251068676966344,6.242212200149322
-3.9982432499924867,2.160624834152827,3.1216073138321017,8.427707579755452,8.427707579755452,53.72943136335738,0.23287914097780701,-0.0003538433119288257,0.9999999529041256,0.0009292614144757532,6.272240607479606
-4.245014461036861,2.1589095496697785,-3.109302695741049,8.425129029498317,8.425129029498317,53.98808869848551,0.2328791989462876,0.0003543043345695476,0.9999999526350727,-0.0009319255782253242,6.302084588490688
-4.492202660478363,2.1448069804717402,-3.0616701185227972,8.420456503768573,8.420456503768573,54.2468234498424,0.23287918245177605,-0.00035443578133314424,0.9999999526186683,0.0009295324009058199,6.331880972618586
-4.739347068611097,2.119102731566077,-3.0160999599037983,8.418335366670576,8.418335366670576,54.505638387775896,0.23287915423281744,0.0003542114491083574,0.9999999527955001,-0.0009272557666533463,6.361762203143449
-4.986008994554582,2.082652147084172,-2.9755609208066915,8.422975264079003,8.422975264079003,54.7645134314126,0.23287877083052147,-0.00035723993289296576,0.9999999530743315,-0.016184636583093687,6.391830826806432
-5.232916005482014,2.037868758558993,-2.9534326492626874,8.437490566735068,8.437490566735068,55.02342446239541,0.23118597677669694,-0.012891408012005254,0.9999999533506443,-0.017366284319312506,6.422143824707262
-5.488875043642164,1.9869487077519636,-2.976337821571539,8.463405351303459,8.463405351303459,55.28233125193266,0.22610220406188353,-0.026482994945199508,0.9999999535007763,-0.009370978720149447,6.45270385251972
-5.756975010464213,1.949650471953511,-3.038103577458003,8.500341516885307,8.500341516885307,55.540959287947224,0.2182325798848605,-0.03388771092002319,0.9999999534329167,-0.006424388510353851,6.48344591548763
-6.025204207956063,1.9303043620376172,-3.0906163769095394,8.546022039378473,8.546022039378473,55.79938980005408,0.20866561653078478,-0.0389995031965439,0.9999999531130919,0.007685260019452577,6.514252812251814
-6.289830322788268,1.9205203355555032,-3.1130519647708574,8.596760570071579,8.596760570071579,56.05803287800711,0.19920164945003138,-0.03286412418813118,0.999999952572997,0.02916552138864627,6.544988108036618
-6.554890567840668,1.9128367659254497,-3.122283004070398,8.648393184069175,8.648393184069175,56.31678515282568,0.19361262039326846,-0.009578782143762607,0.999999951921994,0.023173660871375575,6.5755350055654604
-6.822388673299149,1.9109060136045457,3.1342535250870944,8.697352977401314,8.697352977401314,56.575490784312265,0.19352087354372896,0.00888060040111586,0.9999999512347737,0.010962717645252515,6.605838740555067
-7.082243766019883,1.9178221905660777,3.136981527536692,8.741423135411907,8.741423135411907,56.834219277893325,0.19698757676966316,0.017584424240822325,0.999999950553236,0.004701110812941066,6.635885849516044
-7.334520306815541,1.9138339626058922,-3.109938738564231,8.780056391925259,8.780056391925259,57.092963889449386,0.20206330802279085,0.021303470244419174,0.9999999499274012,0.001568331042071953,6.665684814699951
-7.59080076553528,1.9016866774516359,-3.0971641435490183,8.814179342296928,8.814179342296928,57.351715845571455,0.20776803774396582,0.02254031722648059,0.9999999493881625,0.00037650786466861394,6.695268445900015
-7.849887621656052,1.8909389420667253,-3.0990098539506588,8.84548546933866,8.84548546933866,57.61052514107077,0.2136603269370943,0.02283664748880259,0.9999999489251573,0.00022794370764694612,6.724683079053859
-8.107395830239781,1.8796440575690667,-3.0936458040865094,8.875468960700266,8.875468960700266,57.869336722226166,0.21960873371312342,0.023015880946997438,0.9999999484801706,-0.002069806947211813,6.7539682868165825
-8.364417659285511,1.8664024929336165,-3.0884072970659786,8.904471765621718,8.904471765621718,58.12815505080372,0.2253651861088123,0.021389580516574625,0.9999999479572338,-0.004515318141714979,6.783134761550416
-8.626066719863493,1.8523255068899758,-3.1056000665955628,8.93094015857341,8.93094015857341,58.38697442004758,0.23044101303135886,0.017849407828463257,0.9999999472386533,-0.02213013636858007,6.812147846397685
-8.893605322177883,1.8494830148524386,3.1240596639487603,8.951066328198214,8.951066328198214,58.64591855410836,0.23281338319065817,0.0005948678985355457,0.9999999462319775,-0.0008722214557669287,6.8409202446688075
-9.157910478348226,1.859417023891849,3.104984279912278,8.958954819032227,8.958954819032227,58.90554004644018,0.23287918848173092,-7.751414713699661e-05,0.9999999448400169,0.00020595801973226588,6.869328022381375
-9.412354848512017,1.8683771089470604,3.123828233318843,8.947235016328559,8.947235016328559,59.16512059249316,0.2328792887702027,7.831747030648125e-05,0.9999999429614667,-0.0002121809194085259,6.8972160520705454
-9.658308638061714,1.8686122254798607,-3.108195957818666,8.908018539158826,8.908018539158826,59.4235105216525,0.23287935637812274,-7.776044046157803e-05,0.999999940509201,0.00022012942703217495,6.924406364738902
