x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
0.421141,-7.384617,0.821606,0.578394,0.081280,0.781800,3.276100
0.663573,-7.341347,0.872071,0.527929,0.177370,0.006115,3.276426
0.904664,-7.297943,0.920740,0.479260,0.179771,0.013513,3.276752
1.144582,-7.253932,0.971917,0.428083,0.184081,0.021853,3.277078
1.383279,-7.208831,0.976107,0.326993,0.191055,0.035638,3.277404
1.620525,-7.161878,1.025313,0.274687,0.201717,0.052693,3.277730
1.855737,-7.112214,1.091141,0.246059,0.218089,0.083824,3.278056
2.088159,-7.058244,1.213893,0.283907,0.242279,0.118843,3.278382
2.317974,-6.997980,1.247175,0.259525,0.272479,0.135254,3.278708
2.545179,-6.930539,1.350591,0.325209,0.308184,0.166224,3.279033
2.768985,-6.854411,1.402247,0.361353,0.350862,0.194248,3.279359
2.989403,-6.767951,1.433548,0.403352,0.398009,0.203271,3.279685
3.206695,-6.670376,1.441396,0.446204,0.446031,0.199821,3.280011
3.420703,-6.561717,1.426095,0.483005,0.493506,0.196060,3.280337
3.630852,-6.442222,1.397848,0.518652,0.541057,0.197555,3.280663
3.836456,-6.311904,1.340760,0.535840,0.589217,0.198224,3.280989
4.036975,-6.170761,1.277334,0.553066,0.637144,0.192910,3.281314
4.231966,-6.019181,1.225073,0.579727,0.684730,0.192751,3.281640
4.420714,-5.857432,1.179881,0.609219,0.733420,0.199192,3.281966
4.602324,-5.685454,1.132663,0.631537,0.784118,0.206346,3.282292
4.775884,-5.503171,1.119323,0.679577,0.837559,0.218406,3.282618
4.940215,-5.310339,1.098864,0.712636,0.894944,0.234706,3.282944
5.093822,-5.106651,1.094189,0.761211,0.956192,0.245633,3.283270
5.235367,-4.892155,1.068404,0.782496,1.021268,0.261113,3.283596
5.363110,-4.666967,1.057613,0.808087,1.090186,0.271582,3.283921
5.475549,-4.431495,1.054424,0.834576,1.163595,0.290948,3.284247
5.570666,-4.185743,1.060640,0.862660,1.244522,0.322701,3.284573
5.645423,-3.929453,1.026266,0.842734,1.336719,0.367321,3.284899
5.695377,-3.662728,1.027106,0.856294,1.443465,0.418053,3.285225
5.714981,-3.386133,1.018163,0.859837,1.570862,0.493866,3.285550
5.695340,-3.098942,0.937836,0.794664,1.736872,0.642290,3.285876
5.617172,-2.802609,0.881234,0.756566,1.963774,0.852227,3.286201
5.456997,-2.523982,0.784453,0.686047,2.244404,0.893204,3.286525
5.205515,-2.286841,0.762568,0.686732,2.606697,1.216678,3.286849
4.849529,-2.164050,0.792756,0.734144,3.056242,1.370215,3.287171
4.475294,-2.224365,0.764582,0.741718,-2.772143,1.275289,3.287491
4.193507,-2.418082,0.652447,0.702053,-2.425852,0.764729,3.287815
3.995018,-2.641994,0.524906,0.673394,-2.223741,0.521269,3.288140
3.843502,-2.875687,0.444483,0.700217,-2.104923,0.310833,3.288466
3.718765,-3.109052,0.374090,0.737710,-2.039388,0.173642,3.288792
3.608112,-3.340705,0.374240,0.839460,-2.006441,0.079323,3.289118
3.504275,-3.569855,0.358750,0.911150,-1.996767,-0.004109,3.289444
3.401911,-3.795140,0.340235,0.958865,-2.008375,-0.090908,3.289770
3.296028,-4.014993,0.327910,0.979790,-2.040935,-0.176723,3.290096
3.182109,-4.227700,0.334393,0.980607,-2.094394,-0.266464,3.290422
3.055673,-4.431302,0.338397,0.956603,-2.165490,-0.326706,3.290747
2.914195,-4.623803,0.340838,0.925862,-2.251349,-0.393346,3.291073
2.755812,-4.801694,0.326431,0.883969,-2.354250,-0.472616,3.291399
2.578944,-4.960360,0.304692,0.857308,-2.475819,-0.551181,3.291725
2.382360,-5.095002,0.343145,0.909655,-2.606285,-0.546456,3.292050
2.168852,-5.203574,0.365807,0.955993,-2.738520,-0.562619,3.292376
1.941927,-5.282811,0.395599,1.006801,-2.874382,-0.572443,3.292701
1.705584,-5.330397,0.436650,1.057250,-3.010221,-0.558897,3.293026
1.464298,-5.345922,0.496132,1.103068,3.141259,-0.533171,3.293352
1.221691,-5.330235,0.571627,1.130573,3.027121,-0.407794,3.293678
0.979728,-5.290208,0.659818,1.137982,2.946877,-0.249357,3.294004
0.738946,-5.235031,0.656490,1.036010,2.896922,-0.156419,3.294330
0.499406,-5.170285,0.678629,0.940771,2.866202,-0.091630,3.294655
0.260574,-5.099857,0.695978,0.827822,2.848400,-0.051552,3.294981
0.022028,-5.026168,0.726009,0.719691,2.838902,-0.024625,3.295307
-0.216502,-4.950873,0.772647,0.623753,2.835869,0.000329,3.295633
-0.455317,-4.875509,0.832123,0.539777,2.840219,0.034398,3.295959
-0.694852,-4.802181,0.902562,0.469538,2.854326,0.078312,3.296285
-0.935593,-4.733617,0.987493,0.428207,2.879057,0.119467,3.296611
-1.177841,-4.672384,1.053044,0.390956,2.913104,0.153313,3.296937
-1.421606,-4.620595,1.120841,0.384159,2.957058,0.199760,3.297263
-1.666932,-4.581091,1.179039,0.395861,3.011234,0.236409,3.297589
-1.913700,-4.556080,1.194190,0.403110,3.069606,0.234060,3.297915
-2.161624,-4.545418,1.177271,0.422729,3.120122,0.172986,3.298240
-2.410397,-4.545414,1.144956,0.449944,-3.130472,0.089321,3.298566
-2.659718,-4.550957,1.118722,0.496878,-3.113856,0.044111,3.298892
-2.909276,-4.559255,1.094345,0.564655,-3.104453,0.031231,3.299218
-3.158970,-4.569508,1.019000,0.602000,-3.099464,0.008712,3.299544
-3.408894,-4.580316,0.950664,0.657236,-3.101261,-0.023052,3.299870
-3.659090,-4.589689,0.764414,0.599786,-3.110636,-0.051826,3.300196
-3.909525,-4.595818,0.577225,0.542275,-3.128163,-0.088123,3.300522
-4.160085,-4.596418,0.506475,0.587825,3.128480,-0.123828,3.300848
-4.410475,-4.589249,0.560138,0.744662,3.092111,-0.166737,3.301174
-4.660147,-4.571654,0.507792,0.775408,3.045048,-0.209664,3.301500
-4.908216,-4.541045,0.437213,0.762787,2.988175,-0.245875,3.301826
-5.153506,-4.495364,0.415277,0.773623,2.923125,-0.276138,3.302151
-5.394589,-4.433065,0.386061,0.758439,2.850974,-0.304068,3.302477
-5.629806,-4.352909,0.387740,0.757660,2.773211,-0.322532,3.302803
