x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
0.436858,-7.336630,0.870546,0.529454,-0.014269,-0.177853,5.259713
0.745768,-7.348302,0.874038,0.525962,0.000937,0.307677,5.207163
0.994549,-7.336107,0.884410,0.515590,0.058110,0.080264,5.187917
1.221057,-7.320652,0.902080,0.497920,0.075316,0.065408,5.178690
1.440083,-7.302488,0.877291,0.425809,0.088692,0.057030,5.175441
1.647663,-7.282716,0.901810,0.398190,0.081312,-0.118336,5.175927
1.877305,-7.266858,0.935356,0.401844,0.135280,0.570816,5.178974
2.105873,-7.220348,1.053096,0.444704,0.192870,-0.071534,5.183554
2.322095,-7.179992,1.073496,0.433204,0.210153,0.216338,5.189249
2.552416,-7.125099,1.167784,0.508016,0.262582,0.235001,5.195637
2.785864,-7.055336,1.214135,0.549465,0.323354,0.263557,5.201833
3.020543,-6.968222,1.244007,0.592893,0.390107,0.271037,5.207163
3.253904,-6.862888,1.254325,0.633275,0.458179,0.262774,5.210824
3.483406,-6.739946,1.245387,0.663713,0.524969,0.252097,5.211408
3.706942,-6.600497,1.227371,0.689129,0.590420,0.246072,5.206945
3.922750,-6.445514,1.184301,0.692299,0.654832,0.239869,5.195058
4.129421,-6.276094,1.138548,0.691852,0.717548,0.230170,5.172435
4.326204,-6.093403,1.107528,0.697272,0.778958,0.227383,5.135342
4.512505,-5.897913,1.087104,0.701996,0.841015,0.232006,5.079991
4.687563,-5.689434,1.068169,0.696031,0.905024,0.238456,5.002578
4.850066,-5.468115,1.086691,0.712209,0.969938,0.237507,4.901853
4.997412,-5.237364,1.100629,0.710871,1.028418,0.192649,4.786928
5.130163,-5.003354,1.127496,0.727904,1.075742,0.159906,4.667475
5.249773,-4.769940,1.126069,0.724831,1.113837,0.130269,4.551851
5.358226,-4.539497,1.129013,0.736687,1.141218,0.083002,4.446167
5.459179,-4.312831,1.125402,0.763598,1.158725,0.056850,4.352092
5.555333,-4.088550,1.114240,0.809060,1.179297,0.112323,4.258145
5.644134,-3.864790,1.046776,0.822224,1.215651,0.190618,4.149979
5.721671,-3.640043,1.001431,0.881969,1.267748,0.239277,4.012352
5.787806,-3.405302,0.935179,0.942821,1.347870,0.361677,3.826039
5.838393,-3.125156,0.790029,0.942471,1.525750,0.747352,3.559287
5.816496,-2.768839,0.678947,0.958853,1.833556,1.014906,3.183655
5.643519,-2.400662,0.561061,0.909439,2.240600,1.083822,2.803140
5.302197,-2.119418,0.569018,0.880282,2.718252,1.224976,2.530297
4.849293,-2.042795,0.671282,0.855618,-3.050144,1.301441,2.359055
4.455299,-2.197081,0.731199,0.775101,-2.558643,1.244402,2.255301
4.221061,-2.457047,0.699490,0.655010,-2.198750,0.727778,2.192123
4.081515,-2.711946,0.636056,0.562244,-2.016138,0.414701,2.145779
3.980747,-2.960510,0.605968,0.538732,-1.934727,0.164638,2.104406
3.894315,-3.203419,0.573615,0.538185,-1.911571,0.008478,2.080511
3.809686,-3.442902,0.600441,0.613259,-1.921997,-0.091078,2.083040
3.719914,-3.679416,0.600760,0.669140,-1.955554,-0.173613,2.105243
