8.857492921193943047e+00,-1.473402476323932841e+00,1.676389201357177061e+00,3.739661431597308017e+00
8.905295032007101597e+00,-1.330692339181267725e+00,1.739393377278471542e+00,3.752885687635675982e+00
8.945885933661703149e+00,-1.194978692496311279e+00,1.772920306638049448e+00,3.801216366954675685e+00
8.984825929697448643e+00,-1.055028611940981964e+00,1.804519199493588300e+00,3.785533917563879580e+00
9.020409841846559473e+00,-9.104322983667860747e-01,1.838842666472351173e+00,3.694214463553634253e+00
9.052673512754385143e+00,-7.621186253842475722e-01,1.873828415927726976e+00,3.580404370995785790e+00
9.081439798669363128e+00,-6.075260357572389580e-01,1.910053709535983746e+00,3.445397424804048647e+00
9.105168264905074693e+00,-4.458637599773567217e-01,1.942654889773918425e+00,3.457796131571077236e+00
9.122635596210383113e+00,-2.758203822265450356e-01,1.969988824277300710e+00,3.454273122772807181e+00
9.137409209232780327e+00,-9.550497356127962689e-02,2.000011485752103191e+00,3.435414722913482155e+00
9.151710342384195229e+00,9.945714190365251284e-02,2.069272499266387566e+00,3.402951208387396953e+00
9.148753568197680153e+00,2.995980507973816653e-01,2.157639143141713234e+00,3.357709312770998711e+00
9.129870866239500060e+00,4.922585680269679909e-01,2.231877689253038533e+00,3.298652371797919258e+00
9.099090846182424031e+00,6.753144730804045981e-01,2.298949847436690064e+00,3.231042171309612687e+00
9.060979206679959930e+00,8.470165396824853588e-01,2.355565728333855802e+00,3.163270522865835321e+00
9.018210370037223811e+00,1.006868617578723590e+00,2.404976315222668415e+00,3.099057713469989039e+00
8.972764382920777493e+00,1.155562554914413731e+00,2.448048823306981703e+00,3.041416824377834338e+00
8.925669529640073208e+00,1.294054219192524613e+00,2.485995956221614733e+00,2.990456807455615706e+00
8.877640914220478408e+00,1.423523960802230093e+00,2.519841575167569125e+00,2.946666101342641397e+00
8.828974850471981384e+00,1.545112137202456326e+00,2.550136800431587414e+00,2.908762266392783236e+00
8.779958312342301952e+00,1.660063583598273551e+00,2.577282750481622919e+00,2.877097435950532578e+00
8.730618820696941285e+00,1.769190533125986287e+00,2.601554369912653097e+00,2.851940762303830201e+00
8.680906555570562233e+00,1.873650347588922793e+00,2.623285014579999519e+00,2.830436065192827755e+00
8.630787945075480749e+00,1.974366274736410132e+00,2.643736392781973699e+00,2.809986570136505435e+00
8.580045268368420963e+00,2.072078828160749175e+00,2.663236987690096313e+00,2.792214499717441623e+00
8.528428261859737347e+00,2.167612046745068355e+00,2.681881958436684865e+00,2.774661971864338383e+00
8.475728441674343472e+00,2.261495488454339675e+00,2.700314607583547577e+00,2.756958715119787406e+00
8.421579331824711190e+00,2.354463814810570543e+00,2.718630320715957005e+00,2.736748776654005955e+00
8.365811334749979622e+00,2.446853212605022865e+00,2.737823775898325707e+00,2.712515101720041510e+00
8.307971148228110891e+00,2.539077865703830206e+00,2.757481411801272042e+00,2.688545052638248833e+00
8.250786793178777501e+00,2.627933236537462136e+00,2.782445922048889297e+00,2.668381692894492563e+00
8.192725173656700832e+00,2.713315988988323824e+00,2.811413791971895115e+00,2.654446509222850636e+00
8.128810391212578423e+00,2.800925233400952230e+00,2.834714474211862179e+00,2.649224370830126851e+00
8.058540694191194120e+00,2.891200634769162114e+00,2.851335977335313299e+00,2.654853962694505132e+00
7.982204952059157144e+00,2.983288967791244417e+00,2.862348363114878502e+00,2.672700723952948110e+00
7.899487508053762319e+00,3.076883844038268645e+00,2.867941541178415932e+00,2.702782088032174901e+00
7.810183950741150127e+00,3.171413735059378070e+00,2.868859042904918777e+00,2.743326079779257132e+00
7.714307772644184880e+00,3.266206882519944177e+00,2.866855296318251423e+00,2.790859661886654575e+00
7.611831910318579197e+00,3.360506535797440186e+00,2.864145977726693992e+00,2.841025281219633047e+00
7.502968705396633631e+00,3.453657482717590543e+00,2.863529703790856029e+00,2.889783306937085516e+00
7.388059604369759725e+00,3.544846313358860801e+00,2.867662060229454912e+00,2.934739877150458920e+00
7.267330669076927485e+00,3.633648852029788490e+00,2.877392787122972528e+00,2.975646023177692001e+00
7.141243847144036039e+00,3.719610899691820016e+00,2.893067367830286507e+00,3.013449738144073020e+00
7.010183509530981461e+00,3.802280450782832943e+00,2.913565348063307248e+00,3.049798496441571416e+00
6.874533757957314251e+00,3.881289519820863454e+00,2.937232497160369604e+00,3.086407466595033622e+00
6.734746387205392537e+00,3.956267865644741200e+00,2.962333852331039630e+00,3.124880043718840650e+00
6.591196737401068262e+00,4.027075243348999578e+00,2.987050184910663653e+00,3.166330333344467007e+00
6.444309716949937261e+00,4.093650606614699150e+00,3.010448499243079556e+00,3.211230137875709989e+00
6.294459535735005495e+00,4.155896174789367237e+00,3.032043156001297923e+00,3.259469656682272287e+00
6.141971136009757970e+00,4.213973995917222659e+00,3.051793055451654357e+00,3.310638673611327132e+00
5.987169756052621139e+00,4.267821353945789653e+00,3.069985159041831668e+00,3.364151092271688182e+00
5.830341797932549142e+00,4.317808090765959506e+00,3.086737018567290214e+00,3.419550695015355135e+00
5.671716806728501759e+00,4.363975726662737920e+00,3.102352146598089000e+00,3.476381085141747818e+00
5.511503060700339240e+00,4.406654916534702870e+00,3.116960546529356613e+00,3.534317977768669294e+00
5.349879519728375499e+00,4.445919075334587411e+00,3.130710075288499539e+00,3.593081463489867122e+00
5.187003826167309484e+00,4.481994933755466981e+00,-3.139538930728070998e+00,3.652457369300591505e+00
5.022982993151224207e+00,4.515202253333113980e+00,-3.127337208467492413e+00,3.712295946707425909e+00
4.857933683430288418e+00,4.545707955533238476e+00,-3.115753858051921288e+00,3.772304280993002301e+00
4.691941271122288981e+00,4.573510905587498065e+00,-3.104272285351695526e+00,3.832064768895912632e+00
4.525062784792154957e+00,4.598779494218582009e+00,-3.092112300153303739e+00,3.891253954553158145e+00
4.357407277450562333e+00,4.621513296525387560e+00,-3.078713897383802411e+00,3.949922391542563194e+00
4.189116201299062148e+00,4.641577123894409240e+00,-3.063375114706257563e+00,4.008519802742730676e+00
4.020131277936427772e+00,4.658648328310810882e+00,-3.045053106663425879e+00,4.067969916329693625e+00
3.850611197810614783e+00,4.671896978961569857e+00,-3.023267471696343467e+00,4.129751808040219352e+00
3.683096342992439709e+00,4.680960124808120071e+00,-3.002051850582041048e+00,4.195670365425701043e+00
3.529276200078109049e+00,4.688754903490337966e+00,-3.000760883324945283e+00,4.267721370403013914e+00
3.386474923825801842e+00,4.699381489108354515e+00,-3.015529327984039387e+00,4.347734839113178040e+00
3.244526072688142637e+00,4.710300501898895931e+00,-3.032015807628223758e+00,4.436365550851482986e+00
3.104287925821904714e+00,4.721547116466739524e+00,-3.054315618827884826e+00,4.532517352254607168e+00
2.964842457367589557e+00,4.733410268210109351e+00,-3.083582027384391910e+00,4.633945715505027430e+00
2.826571496047623366e+00,4.746010266283628098e+00,-3.120785404561198018e+00,4.735954964252531596e+00
2.689116506244521254e+00,4.759373110589437239e+00,3.113607355966795165e+00,4.835301969256185828e+00
2.552430054368751033e+00,4.773259411589200418e+00,3.046279145158129253e+00,4.924584007853691325e+00
2.416447972468849237e+00,4.787677922205817005e+00,2.957337574649303580e+00,4.986825162553376600e+00
2.280950218760337656e+00,4.802182433069709155e+00,2.866679887716960362e+00,4.999999888845587215e+00
2.145829659579561621e+00,4.816240849902774457e+00,2.788209676157455519e+00,4.990546106477805388e+00
2.012217225530207543e+00,4.829991300285020550e+00,2.726329635838419918e+00,4.977670777487638532e+00
1.880493239941943617e+00,4.843307201284610564e+00,2.686023356510172988e+00,4.988136893213693135e+00
1.748607313670779373e+00,4.856621778300945991e+00,2.670999030363701898e+00,4.999999507958444056e+00
1.615385771608496723e+00,4.870138190794247812e+00,2.666281701354307643e+00,4.999999514363424602e+00
1.480770289771891957e+00,4.884375664043222542e+00,2.661143887604465519e+00,4.999999527218032647e+00
1.344939852606090280e+00,4.899137482268145050e+00,2.654144032316350543e+00,4.999999542927192842e+00
1.207782443050719134e+00,4.914767061840224827e+00,2.643572337886975987e+00,4.999999560115576891e+00
1.059543845961989916e+00,4.935151824947952903e+00,2.644095393568770991e+00,4.999999577049141664e+00
8.981267588677077640e-01,4.957321492112850336e+00,2.658136133708280724e+00,4.999999592466541465e+00
7.342852751273305500e-01,4.977123849171100289e+00,2.666744527690330102e+00,4.999999604679839393e+00
5.701860493213644077e-01,4.993871240207226947e+00,2.685782961122765489e+00,4.973402475452040505e+00
4.048457163333090136e-01,5.006342203650149258e+00,2.745447397803934653e+00,4.999999775033675320e+00
2.392056215411297870e-01,5.016386833645121612e+00,2.813386057753024527e+00,4.998153107477644852e+00
7.336169296220695912e-02,5.024662094598362216e+00,2.890934656033148364e+00,4.999999836593333136e+00
-9.306998421841683466e-02,5.029805857752180032e+00,3.015509305652588345e+00,4.999999714543780449e+00
-2.598308140956202550e-01,5.032649269511615842e+00,-3.111535239185154733e+00,5.000000001041678743e+00
-4.266295644740196735e-01,5.033978884703842027e+00,-2.969352721664642480e+00,4.982328651670827391e+00
-5.933244155542531928e-01,5.034290680806506657e+00,-2.863285126788006174e+00,4.919899217334505082e+00
-7.600212989230703542e-01,5.033243391741265782e+00,-2.795537834155809698e+00,4.875042262929772718e+00
-9.268219309118101989e-01,5.030476402016304860e+00,-2.756215715523651077e+00,4.864535821442180108e+00
-1.093624753455602061e+00,5.026258960542905996e+00,-2.734168260002627804e+00,4.873345051043922460e+00
-1.260499778219887457e+00,5.020420890549622150e+00,-2.719579866054369965e+00,4.876884326741487641e+00
-1.427085594309472238e+00,5.012772746384904998e+00,-2.707853167955292850e+00,4.889394076707850090e+00
-1.591835810294035314e+00,5.002229131795742134e+00,-2.690774389436461522e+00,4.910196166964131415e+00
-1.753728245835470601e+00,4.987678806191533809e+00,-2.672491474628981400e+00,4.936072666392899322e+00
-1.913019477941702240e+00,4.970756930054945677e+00,-2.660227564406505429e+00,4.962454946979438120e+00
-2.069635915576946594e+00,4.952587705937927076e+00,-2.651519221873346321e+00,4.985059225236050828e+00
-2.223514590291892912e+00,4.933439386845011043e+00,-2.645342705297091701e+00,4.999999265630961531e+00
-2.374873372760611279e+00,4.913682088309268003e+00,-2.641733495608385329e+00,4.999999235427056377e+00
-2.523855378778018910e+00,4.893558587634184498e+00,-2.636953032273449793e+00,4.999999198211887652e+00
-2.670872073482746245e+00,4.872833896216016036e+00,-2.630411806794304752e+00,4.999999173903448835e+00
-2.816119707728835131e+00,4.851223761762879505e+00,-2.623196321585088420e+00,4.999999158651904807e+00
-2.963877397952338288e+00,4.828310053257863110e+00,-2.622951775524898999e+00,4.999999150739668607e+00
-3.114783967538216736e+00,4.806860112856438327e+00,-2.633192319374161983e+00,4.993590534109853429e+00
-3.265291444374419871e+00,4.786520690573525805e+00,-2.636375973471581702e+00,4.857225690537358531e+00
-3.415795552786060618e+00,4.767542591195182311e+00,-2.637074427466992166e+00,4.785233324481302120e+00
-3.566212224598678926e+00,4.749587821731190651e+00,-2.634977190162333560e+00,4.642383010054481396e+00
-3.716712186515819027e+00,4.732400869057642900e+00,-2.631335794906816794e+00,4.567228460325254424e+00
-3.867355079894238656e+00,4.715829875258332748e+00,-2.626035769166521483e+00,4.416502567607581753e+00
