x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
0.440510,-7.472025,0.735101,0.664899,-0.052818,-0.392940,7.137770
0.757489,-7.505438,0.716466,0.683534,-0.052992,0.400338,7.127115
1.015248,-7.502510,0.716715,0.683285,0.032160,0.181351,7.113122
1.243573,-7.489800,0.731414,0.668586,0.071405,0.143214,7.087418
1.463292,-7.470463,0.707673,0.595427,0.100502,0.123610,7.048758
1.667536,-7.447047,0.736226,0.563774,0.106624,-0.063097,6.995817
1.903656,-7.423331,0.776617,0.560583,0.170455,0.583867,6.935084
2.138686,-7.365950,0.903762,0.594038,0.235097,-0.039256,6.864566
2.354642,-7.315308,0.934244,0.572456,0.257895,0.225811,6.779419
2.588607,-7.247275,1.040296,0.635504,0.311586,0.227888,6.686727
2.825454,-7.163670,1.098745,0.664855,0.370180,0.239346,6.584149
3.062956,-7.063194,1.139965,0.696935,0.430338,0.229247,6.470742
3.298564,-6.946498,1.159523,0.728077,0.486939,0.203309,6.345600
3.530540,-6.815626,1.156232,0.752868,0.537147,0.174893,6.209539
3.758230,-6.672740,1.138779,0.777721,0.580831,0.150652,6.064283
3.981688,-6.519512,1.089701,0.786899,0.619140,0.132337,5.914976
4.201233,-6.357051,1.030330,0.800070,0.655616,0.134502,5.775038
4.416836,-6.184838,0.978786,0.826014,0.694906,0.149460,5.638892
4.628262,-6.001072,0.932035,0.857065,0.739971,0.171007,5.495122
4.834838,-5.803187,0.882016,0.882184,0.792324,0.194082,5.328067
5.034660,-5.589005,0.865881,0.933019,0.851223,0.210869,5.114535
5.222591,-5.360705,0.843607,0.967893,0.909762,0.188679,4.876452
5.396305,-5.124024,0.834920,1.020480,0.962854,0.174240,4.645335
5.555560,-4.882205,0.800126,1.050774,1.011740,0.165251,4.442544
5.699541,-4.639339,0.773885,1.091815,1.059253,0.173327,4.277474
5.826996,-4.398695,0.749571,1.139429,1.113572,0.224460,4.133862
5.937155,-4.156380,0.730262,1.193038,1.190916,0.354157,3.982194
6.023665,-3.906128,0.671134,1.197866,1.301575,0.483693,3.803480
6.077492,-3.647765,0.654312,1.229088,1.443204,0.567622,3.581531
6.092085,-3.372803,0.641176,1.236824,1.619063,0.604855,3.299358
6.048213,-3.041633,0.581013,1.151487,1.853779,0.741336,2.957439
5.886281,-2.665054,0.582729,1.055071,2.155410,0.858675,2.663780
5.593751,-2.354909,0.571519,0.898981,2.496146,0.841049,2.610557
5.226207,-2.167989,0.645768,0.803532,2.866131,1.000947,2.578624
4.824736,-2.137549,0.764977,0.761923,-3.007725,1.172787,2.502365
4.477127,-2.268870,0.804463,0.701837,-2.598826,1.180658,2.394999
4.247380,-2.485808,0.738242,0.616258,-2.292987,0.668933,2.290920
4.087901,-2.710695,0.640846,0.557454,-2.125499,0.469824,2.204319
3.963006,-2.944776,0.583055,0.561645,-2.017265,0.338275,2.135334
3.861940,-3.182718,0.535546,0.576254,-1.937786,0.271548,2.095733
3.778650,-3.424365,0.564497,0.649203,-1.883681,0.149166,2.090716
3.704693,-3.668782,0.582417,0.687483,-1.863216,0.010920,2.109152
3.630720,-3.915746,0.598923,0.700177,-1.878673,-0.128326,2.143148
3.546990,-4.164722,0.620127,0.687573,-1.930262,-0.260248,2.186447
3.443599,-4.413683,0.655310,0.659690,-2.017546,-0.384437,2.231592
3.311176,-4.656973,0.679481,0.615519,-2.134890,-0.466080,2.269956
3.145035,-4.885596,0.690150,0.576550,-2.272526,-0.515783,2.295843
2.945405,-5.089710,0.671323,0.539077,-2.425225,-0.564384,2.318890
2.715764,-5.259346,0.632990,0.529010,-2.588292,-0.595596,2.354913
2.465887,-5.385887,0.644540,0.608260,-2.744821,-0.534568,2.416207
2.209321,-5.471542,0.635176,0.686624,-2.882619,-0.486464,2.499279
1.953349,-5.521670,0.633466,0.768934,-3.004155,-0.441224,2.597160
1.699912,-5.541998,0.647905,0.845995,-3.115611,-0.429186,2.703864
1.447498,-5.534816,0.685929,0.913271,3.059358,-0.428137,2.814282
1.197950,-5.500626,0.743858,0.958342,2.961683,-0.349648,2.925063
0.953553,-5.444979,0.816574,0.981226,2.888806,-0.230869,3.038995
0.712793,-5.375304,0.798356,0.894144,2.839655,-0.160799,3.166505
0.473948,-5.295601,0.805083,0.814317,2.805448,-0.111129,3.320152
0.236180,-5.208773,0.805692,0.718108,2.782680,-0.069044,3.514679
-0.001156,-5.117360,0.817880,0.627820,2.769127,-0.037741,3.759269
-0.238373,-5.023364,0.845947,0.550453,2.763243,-0.008494,4.020996
-0.475581,-4.928776,0.886471,0.485429,2.766042,0.030459,4.257276
-0.713128,-4.836186,0.937943,0.434157,2.780011,0.079333,4.437096
-0.951716,-4.748697,1.004193,0.411507,2.805818,0.124061,4.576742
-1.191935,-4.669087,1.051530,0.392470,2.841793,0.160542,4.702069
-1.434088,-4.599588,1.101660,0.403340,2.888014,0.206669,4.829810
-1.678536,-4.542981,1.142619,0.432281,2.943954,0.239258,4.972316
-1.925326,-4.501216,1.140721,0.456579,3.003782,0.238451,5.131146
-2.174282,-4.474226,1.107133,0.492867,3.057198,0.188280,5.294588
-2.424582,-4.458981,1.059321,0.535579,3.095494,0.117415,5.447773
-2.675456,-4.451106,1.019534,0.596066,3.120345,0.080635,5.576949
-2.926767,-4.448309,0.983983,0.675017,3.139797,0.074235,5.676343
-3.178228,-4.450203,0.900230,0.720770,-3.126614,0.059338,5.748732
-3.429176,-4.455835,0.826758,0.781142,-3.114781,0.034973,5.798797
-3.679091,-4.463635,0.639071,0.725129,-3.108714,0.013499,5.831909
-3.927559,-4.472227,0.454538,0.664962,-3.108945,-0.015543,5.853620
-4.174294,-4.479808,0.390943,0.703357,-3.116282,-0.044135,5.868385
-4.419190,-4.484673,0.456654,0.848146,-3.131496,-0.080332,5.876044
-4.662349,-4.484736,0.421666,0.861534,3.127696,-0.117024,5.875360
-4.904227,-4.477932,0.374173,0.825827,3.095642,-0.147449,5.865551
-5.145617,-4.462514,0.381510,0.807390,3.056251,-0.176946,5.847188
-5.387971,-4.436548,0.387983,0.756517,3.006755,-0.226845,5.820279
-5.632632,-4.396445,0.430605,0.714795,2.944069,-0.276332,5.782457
-5.879783,-4.338120,0.464494,0.642906,2.868743,-0.315228,5.730575
-6.128185,-4.257775,0.532918,0.594682,2.784918,-0.327455,5.661062
-6.375257,-4.153501,0.618115,0.564985,2.699137,-0.315601,5.569905
-6.617245,-4.026066,0.681849,0.528051,2.614286,-0.308705,5.453364
-6.849986,-3.877064,0.734928,0.503272,2.530586,-0.300694,5.311050
-7.069880,-3.709032,0.795330,0.508370,2.451158,-0.276503,5.153798
-7.274863,-3.526087,0.877283,0.551217,2.379555,-0.246818,4.994132
-7.464315,-3.332608,0.918388,0.567212,2.316286,-0.220893,4.840487
-7.639026,-3.131633,0.961097,0.594803,2.257575,-0.218860,4.691365
-7.800142,-2.923030,1.050158,0.679442,2.191633,-0.281392,4.538398
-7.944554,-2.704424,1.116622,0.757378,2.109248,-0.349828,4.373741
-8.067379,-2.475642,1.149648,0.825552,2.009714,-0.414931,4.193255
-8.165019,-2.234809,1.135086,0.889014,1.891194,-0.485393,3.997606
-8.233213,-1.975887,1.114557,0.999743,1.762928,-0.467027,3.787094
-8.269560,-1.697410,1.065065,1.120335,1.636942,-0.435721,3.566605
-8.271064,-1.404485,0.986343,1.221457,1.506846,-0.463096,3.346274
-8.231789,-1.107588,0.903453,1.303847,1.367190,-0.467476,3.142072
-8.148214,-0.809477,0.827939,1.360061,1.168383,-0.827501,2.965231
-7.988692,-0.536456,0.747725,1.362075,0.862489,-1.222855,2.831060
-7.752832,-0.347900,0.582130,1.240070,0.536148,-1.002642,2.745880
-7.493320,-0.242103,0.468757,1.134043,0.322846,-0.488902,2.696359
-7.238204,-0.175731,0.431118,1.072082,0.220991,-0.262221,2.666817
