x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
0.442375270487007,-7.2731031790906115,0.7,0.7,-0.028417835386181613,0.028405858546342012,8.159600373641975
0.6999632286849318,-7.280107180802027,0.7,0.7,-0.021065956551332265,0.009454197610436144,8.18403315386945
0.9586131539326794,-7.2846808625304575,0.7,0.7,-0.02352384498399468,-0.00574519517192023,8.205828872139122
1.2181758890477288,-7.291521503520896,0.7,0.7,-0.024039760580914615,0.013185606809069723,8.222987077376237
1.4744777859415277,-7.297891019206762,0.65,0.65,-0.016698410293709668,0.07048155681791379,8.23342098131052
1.7272181893641294,-7.299296615107042,0.65,0.65,0.012440839150809974,0.13104776769231735,8.235342535681996
1.9762186964780715,-7.292555472706593,0.6823636249704916,0.6823636249704916,0.051128506410209745,0.2093689657534275,8.22762027538956
2.2188865308186445,-7.273679561106742,0.75,0.75,0.12080118213256152,0.27345364948102824,8.209952427926446
2.457630682126598,-7.235018644917355,0.8,0.8,0.19268709590755814,0.2944341640157936,8.182924004903892
2.692546276065722,-7.18054196678799,0.8498212293049586,0.8498212293049586,0.2733241571405979,0.3237205030958207,8.14802245729919
2.919144095447754,-7.106672381857807,0.8625845997269317,0.8625845997269317,0.3604135579952217,0.35385244989402387,8.107544918262882
3.1372393283585005,-7.012220225007534,0.9270842483993929,0.9270842483993929,0.4566487697981249,0.34340206861620304,8.064289662827301
3.3475549782566247,-6.89684228733511,0.9434056786232938,0.9434056786232938,0.5383802699893477,0.30384859698936384,8.02113125063259
3.5509236964078172,-6.764018731614183,0.9702120485324569,0.9702120485324569,0.6142662178833423,0.26776780764462105,7.980569976287515
3.745813900894089,-6.6167579094191895,0.937167538355127,0.937167538355127,0.6773925456838595,0.24863552799519129,7.944433290787798
3.9317693723723774,-6.456634803423846,0.9452133607078974,0.9452133607078974,0.7433962748257583,0.22858919412677858,7.913721173160837
4.107998654796454,-6.284700738647121,0.91,0.91,0.7960949494385685,0.17734192903338508,7.888602508760537
4.30062854238545,-6.07833874546464,0.909042571542771,0.909042571542771,0.8373775202449103,0.1472958696503519,7.868492618524075
4.443083295145629,-5.914042160243815,0.8714448813229432,0.8714448813229432,0.8748553148056843,0.15228083769913292,7.852260842411112
4.5995897705669595,-5.719241343140449,0.8798,0.8798,0.9135027890320226,0.14300043854404199,7.838499533866774
4.7492974197309294,-5.5186086012374584,0.91,0.91,0.9459401126794031,0.15864121635630468,7.8257612390655815
4.8899150249686105,-5.315401612788087,0.9276986725060052,0.9276986725060052,0.9954366687432948,0.18941209328756714,7.812682633458077
5.018028967256781,-5.106408108867674,0.9117415697579557,0.9117415697579557,1.0436339603054254,0.20021603590073567,7.798010206192678
5.135995966200889,-4.889323040270748,0.9211366121575323,0.9211366121575323,1.0986079016141554,0.1760392787547036,7.7805174023372725
5.244783695211955,-4.667706119382732,0.9443855456839247,0.9443855456839247,1.1343866776032825,0.20852055139893677,7.758841981123389
5.341086950409433,-4.4417602970150405,0.9516190395413275,0.9516190395413275,1.2062498476403092,0.2185412709219401,7.731292179283628
5.423229807791214,-4.212341169925182,0.959228998626401,0.959228998626401,1.2472049403760037,0.25622943757054895,7.695751814826784
5.491318576317488,-3.9792555414248847,0.9370275928498094,0.9370275928498094,1.3386465369742464,0.3144142571376274,7.649610171837504
5.538818268621629,-3.7467251507644708,0.9357363432603525,0.9357363432603525,1.4098032316285816,0.3818084912331674,7.589899131581312
5.562120169670746,-3.5142998862546175,0.95,0.95,1.5358528149452109,0.4502248836556877,7.513297196126453
5.560346437822161,-3.286473482824422,0.9276478255623739,0.9276478255623739,1.6419166309046784,0.5483875425993401,7.41643334569894
5.526472022777048,-3.0674578080806683,0.85,0.85,1.8176831589728921,0.6684544490305084,7.295673944024167
5.459722127034591,-2.862907516189655,0.8053812450151212,0.8053812450151212,1.9857077217200936,0.7797623548203036,7.147665509442376
5.353371531151372,-2.6827889324983323,0.7509816721216205,0.7509816721216205,2.2190912540740637,0.8563727220013782,6.969230389258552
5.215333312858224,-2.531826446540856,0.7398,0.7398,2.425897698984791,0.9507081883188953,6.760081120911066
5.050837361507543,-2.423001915735726,0.728132999338916,0.728132999338916,2.7055863326315914,1.1047408051286265,6.524410196247591
4.874554158454927,-2.365387311995791,0.7598,0.7598,2.9890491816134794,1.2891692338687228,6.273934765494686
4.698402008546,-2.3692401537526036,0.7697,0.7697,-2.9240782983246736,1.3810035165495238,6.019212768042249
