x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
0.436858,-7.336630,0.870546,0.529454,0.081813,0.443186,5.259327
0.741670,-7.293619,0.928874,0.471126,0.154446,0.114905,5.207163
0.983251,-7.251564,0.969704,0.430296,0.163759,-0.076347,5.188127
1.205424,-7.216989,1.006914,0.393086,0.143454,-0.100334,5.179033
1.421327,-7.188285,0.993023,0.310077,0.122668,-0.090564,5.175858
1.629813,-7.164667,1.021201,0.278799,0.082562,-0.268882,5.176370
1.854314,-7.152456,1.052045,0.285155,0.109023,0.482696,5.179404
2.078422,-7.115564,1.161415,0.336385,0.143323,-0.180111,5.183939
2.296977,-7.088574,1.168302,0.338398,0.139699,0.143384,5.189561
2.528682,-7.052251,1.244400,0.431400,0.177007,0.177626,5.195856
2.766164,-7.004646,1.268519,0.495081,0.225446,0.220719,5.201946
3.008532,-6.942200,1.272668,0.564232,0.282851,0.238110,5.207163
3.253904,-6.862888,1.254325,0.633275,0.344201,0.239192,5.210712
3.499678,-6.766139,1.214551,0.694549,0.407243,0.239760,5.211194
3.743178,-6.651836,1.164533,0.751967,0.472322,0.245441,5.206650
3.981821,-6.519816,1.089378,0.787222,0.539723,0.250185,5.194712
4.213122,-6.370314,1.012519,0.817881,0.608910,0.253213,5.172083
4.435114,-6.203736,0.952497,0.852303,0.680741,0.264611,5.135037
4.646056,-6.019686,0.906371,0.882729,0.757278,0.281970,5.079800
4.843944,-5.817275,0.866184,0.898016,0.839476,0.299607,5.002578
5.025765,-5.596516,0.869074,0.929826,0.925986,0.311732,4.902131
5.186101,-5.362307,0.874323,0.937177,1.010811,0.291852,4.787560
5.323228,-5.122041,0.900867,0.954533,1.090488,0.285861,4.668515
5.437705,-4.879384,0.908591,0.942309,1.165752,0.275663,4.553327
5.531152,-4.637088,0.930450,0.935250,1.229773,0.213960,4.448086
5.609165,-4.396247,0.953780,0.935220,1.275806,0.145447,4.354439
5.677762,-4.154591,0.975136,0.948164,1.313761,0.156082,4.260884
5.736701,-3.911041,0.943297,0.925703,1.359579,0.211140,4.153058
5.782358,-3.666770,0.935119,0.948281,1.416229,0.237817,4.015709
5.814063,-3.414526,0.907349,0.970651,1.493480,0.326038,3.829611
5.824492,-3.122902,0.804111,0.928389,1.663755,0.733857,3.563006
5.754750,-2.778307,0.741415,0.896385,1.964676,1.054110,3.187406
5.549109,-2.460283,0.672721,0.797779,2.359187,1.156350,2.806689
5.225233,-2.251949,0.722277,0.727023,2.809700,1.329787,2.533250
4.847915,-2.218623,0.847115,0.679785,-2.995221,1.455945,2.360822
4.537297,-2.353368,0.907691,0.598609,-2.539811,1.379355,2.255301
4.342679,-2.565596,0.862505,0.491995,-2.227086,0.663603,2.190068
