x_m,y_m,w_tr_right_m,w_tr_left_m
1.369453,-6.732501,1.4098,1.4098
1.419317,-6.709190,1.3697,1.3697
1.469028,-6.687020,1.3795,1.3795
1.518413,-6.665989,1.3394,1.3394
1.568275,-6.646093,1.3492,1.3492
1.618545,-6.627325,1.3500,1.3500
1.668166,-6.609675,1.3000,1.3000
1.717931,-6.593131,1.3000,1.3000
1.767759,-6.577676,1.3000,1.3000
1.817566,-6.563294,1.2500,1.2500
1.868253,-6.549961,1.2598,1.2598
1.918861,-6.538525,1.2697,1.2697
1.970287,-6.527976,1.2795,1.2795
2.021572,-6.518289,1.2394,1.2394
2.072623,-6.509434,1.2492,1.2492
2.124331,-6.501377,1.2500,1.2500
2.175730,-6.494084,1.2500,1.2500
2.227709,-6.487516,1.2500,1.2500
2.279299,-6.481634,1.2500,1.2500
2.331385,-6.476391,1.2500,1.2500
2.382996,-6.471744,1.2598,1.2598
2.435013,-6.467641,1.2197,1.2197
2.486464,-6.464900,1.2295,1.2295
2.538227,-6.462486,1.2394,1.2394
2.589327,-6.460342,1.2492,1.2492
2.640638,-6.458412,1.2500,1.2500
2.691182,-6.456633,1.2500,1.2500
2.741831,-6.454943,1.2500,1.2500
2.792590,-6.453276,1.2500,1.2500
2.843460,-6.451562,1.2598,1.2598
2.893460,-6.449728,1.2697,1.2697
2.943460,-6.447701,1.2697,1.2697
2.993460,-6.445403,1.2598,1.2598
3.043460,-6.442753,1.2500,1.2500
3.093460,-6.439667,1.2492,1.2492
3.143460,-6.436061,1.2394,1.2394
3.193460,-6.432828,1.2295,1.2295
3.243460,-6.430865,1.2197,1.2197
3.293460,-6.428231,1.2098,1.2098
3.343460,-6.425822,1.2000,1.2000
3.393460,-6.423662,1.2000,1.2000
3.443460,-6.420794,1.2000,1.2000
3.493460,-6.418109,1.2500,1.2500
3.543460,-6.414645,1.2500,1.2500
3.593460,-6.411294,1.2500,1.2500
3.643460,-6.408073,1.2500,1.2500
3.693460,-6.405004,1.2500,1.2500
3.743460,-6.402105,1.2500,1.2500
3.793460,-6.398413,1.2500,1.2500
3.843460,-6.394814,1.2500,1.2500
3.893460,-6.391325,1.2500,1.2500
3.943460,-6.388833,1.2500,1.2500
3.993460,-6.385389,1.2500,1.2500
4.043460,-6.381880,1.2500,1.2500
4.093460,-6.378323,1.2492,1.2492
4.143460,-6.374735,1.2394,1.2394
4.193460,-6.371133,1.2295,1.2295
4.243460,-6.367534,1.2697,1.2697
4.293460,-6.363955,1.2598,1.2598
4.343460,-6.360412,1.2500,1.2500
4.393460,-6.356923,1.2500,1.2500
4.443460,-6.353504,1.2500,1.2500
4.493460,-6.349189,1.2500,1.2500
4.543460,-6.345731,1.2500,1.2500
4.593460,-6.342163,1.2500,1.2500
4.643460,-6.338502,1.2500,1.2500
4.693460,-6.334764,1.2500,1.2500
4.743460,-6.330967,1.2500,1.2500
4.793460,-6.327128,1.2500,1.2500
4.843460,-6.323263,1.2500,1.2500
4.893460,-6.319390,1.3000,1.3000
4.943460,-6.315525,1.3000,1.3000
4.993460,-6.312556,1.3000,1.3000
5.043460,-6.309518,1.3000,1.3000
5.093460,-6.306430,1.3000,1.3000
5.143460,-6.303313,1.3000,1.3000
5.193460,-6.300185,1.3000,1.3000
