x_m,y_m,w_tr_right_m,w_tr_left_m,psi_rad,kappa_radpm,vx_mps
6.124685,-2.573254,1.0289,0.4711,-0.124528,1.338899,1.4969
6.371970,-2.563799,1.0105,0.4828,0.285029,2.165159,1.1771
6.578257,-2.440355,0.9163,0.4551,0.861996,2.852847,1.0255
6.672960,-2.212769,0.7565,0.4164,1.318771,1.166324,1.5908
6.700366,-1.966145,0.6034,0.4023,1.562939,0.835126,1.8953
6.676840,-1.718851,0.5042,0.4295,1.738378,0.587255,2.2545
6.617651,-1.477193,0.4653,0.4877,1.867390,0.454312,2.5643
6.531608,-1.243625,0.4643,0.5684,1.969823,0.370686,2.8406
6.424412,-1.018896,0.4588,0.6434,2.053399,0.301694,3.0924
6.300641,-0.802785,0.4722,0.7284,2.122119,0.250754,3.3252
6.163611,-0.594778,0.4709,0.7827,2.180798,0.220767,3.5000
6.015347,-0.394593,0.5084,0.8337,2.230668,0.179829,3.5000
5.858250,-0.201221,0.5578,0.8631,2.269320,0.130567,3.5000
5.694936,-0.013047,0.5840,0.8820,2.297884,0.098760,3.5000
5.527036,0.171060,0.5886,0.8910,2.319414,0.074076,3.5000
5.355762,0.352042,0.5239,0.8445,2.334969,0.050784,3.5000
5.182209,0.530846,0.4325,0.7675,2.344632,0.026776,3.5000
5.007464,0.708490,0.4000,0.7428,2.349703,0.013925,3.5000
4.832104,0.885526,0.4015,0.7444,2.353869,0.019509,3.5000
4.655885,1.061707,0.4305,0.7618,2.360119,0.030658,3.5000
4.478327,1.236537,0.4507,0.7564,2.369311,0.043120,3.5000
4.298902,1.409447,0.4595,0.7404,2.382300,0.061138,3.5000
4.116867,1.579601,0.4895,0.7437,2.399720,0.078697,3.5000
3.931534,1.746150,0.5411,0.7434,2.420367,0.087038,3.5000
3.742634,1.908641,0.6388,0.7504,2.443223,0.096444,3.5000
3.549888,2.066543,0.7672,0.7495,2.473883,0.149733,3.2167
3.351425,2.217122,0.9331,0.7795,2.523209,0.246562,2.8253
3.144176,2.355196,1.1503,0.8758,2.604517,0.407709,2.5471
2.924191,2.471524,1.2914,0.9278,2.729555,0.600627,2.2349
2.689421,2.553950,1.2820,0.8942,2.892557,0.716465,2.0463
2.443632,2.593737,1.2476,0.9025,3.036214,0.443651,2.3835
2.194903,2.606255,1.1430,0.8688,3.129972,0.310845,2.6787
1.945905,2.599521,1.1000,0.8969,-3.083496,0.249561,2.9445
1.697791,2.577342,1.0384,0.9187,-3.025738,0.214482,3.1882
1.451188,2.541948,1.0073,0.9729,-2.976629,0.179981,3.4146
1.206406,2.495538,0.9686,1.0088,-2.934444,0.158789,3.5000
0.963640,2.439483,0.9168,1.0317,-2.897388,0.138751,3.5000
0.722946,2.375071,0.8395,1.0287,-2.865169,0.119929,3.5000
0.484279,2.303495,0.7765,1.0275,-2.836558,0.109765,3.5000
0.247658,2.225420,0.7002,0.9872,-2.809920,0.104080,3.5000
0.013137,2.141236,0.6585,0.9550,-2.785653,0.090722,3.5000
-0.219423,2.051772,0.6110,0.9152,-2.764290,0.080767,3.5000
-0.450139,1.957645,0.5944,0.8949,-2.745342,0.071327,3.5000
-0.679147,1.859432,0.5666,0.8505,-2.728855,0.061009,3.5000
-0.906636,1.757749,0.5338,0.7991,-2.714501,0.054204,3.5000
-1.132733,1.653002,0.5222,0.7696,-2.701960,0.046461,3.5000
-1.357603,1.545645,0.5351,0.7574,-2.691494,0.037541,3.5000
-1.581460,1.436188,0.5064,0.7001,-2.683213,0.028925,3.5000
-1.804523,1.325121,0.5041,0.6666,-2.676929,0.021517,3.5000
-2.026987,1.212858,0.4954,0.6326,-2.672478,0.014204,3.5000
-2.249053,1.099810,0.4703,0.5832,-2.669969,0.005934,3.5000
-2.470951,0.986432,0.4855,0.5762,-2.669482,-0.002029,3.5000
-2.692907,0.873167,0.4678,0.5402,-2.670953,-0.009775,3.5000
-2.915137,0.760443,0.4357,0.4964,-2.674374,-0.017683,3.5000
-3.137862,0.648700,0.4090,0.4575,-2.679791,-0.025793,3.5000
-3.361300,0.538390,0.4186,0.4466,-2.687174,-0.033470,3.5000
-3.585649,0.429949,0.3947,0.4035,-2.695304,-0.031782,3.5000
-3.810852,0.323286,0.3736,0.3736,-2.695971,0.026433,3.5000
-4.035324,0.215154,0.3714,0.3714,-2.675082,0.141276,3.5000
-4.255852,0.099191,0.3862,0.3862,-2.638761,0.150362,3.5000
-4.471872,-0.024941,0.3820,0.3820,-2.600572,0.156269,3.5000
-4.682921,-0.157400,0.3869,0.3869,-2.577204,0.031362,3.5000
-4.892887,-0.291477,0.3959,0.3976,-2.595308,-0.176738,3.5000
-5.108602,-0.416215,0.4155,0.4234,-2.617209,0.000846,3.2770
-5.324269,-0.540987,0.4105,0.4185,-2.594919,0.178224,2.6835
-5.534099,-0.675146,0.3992,0.4040,-2.524688,0.387116,2.3889
-5.729768,-0.828586,0.4049,0.3970,-2.388892,0.711767,2.0530
-5.895164,-1.013339,0.4613,0.4033,-2.185647,0.939113,1.7873
-6.014155,-1.231307,0.5932,0.4277,-1.967251,0.839081,1.8909
-6.085913,-1.469000,0.7875,0.4968,-1.751440,0.917796,1.7577
-6.102732,-1.716302,0.9610,0.5729,-1.424146,1.872395,1.2658
-6.016524,-1.938760,1.0955,0.6470,-0.734031,4.618278,0.8060
-5.782446,-2.005266,0.9620,0.5394,-0.081212,1.622636,1.3597
-5.535223,-1.977934,0.7974,0.4611,0.179121,0.556773,1.8279
