x_m,y_m
5.981000,-2.145000
6.031000,-2.195000
6.081000,-2.195000
6.131000,-2.195000
6.181000,-2.195000
6.231000,-2.145000
6.281000,-2.145000
6.331000,-2.095000
6.331000,-2.045000
6.331000,-1.995000
6.331000,-1.945000
6.331000,-1.895000
6.281000,-1.845000
6.281000,-1.795000
6.231000,-1.745000
6.181000,-1.695000
6.131000,-1.645000
6.081000,-1.645000
6.031000,-1.595000
5.981000,-1.545000
5.931000,-1.495000
5.931000,-1.445000
5.881000,-1.395000
5.831000,-1.345000
5.781000,-1.345000
5.731000,-1.295000
5.681000,-1.245000
5.631000,-1.195000
5.581000,-1.145000
5.581000,-1.095000
5.531000,-1.045000
5.481000,-1.045000
5.431000,-0.995000
5.381000,-0.945000
5.331000,-0.895000
5.281000,-0.845000
5.231000,-0.795000
5.181000,-0.745000
5.131000,-0.695000
5.081000,-0.645000
5.031000,-0.595000
4.981000,-0.545000
4.931000,-0.495000
4.881000,-0.445000
4.831000,-0.395000
4.781000,-0.345000
4.731000,-0.295000
4.681000,-0.245000
4.681000,-0.195000
4.631000,-0.145000
4.581000,-0.095000
4.531000,-0.045000
4.531000,0.005000
4.481000,0.055000
4.481000,0.105000
4.431000,0.155000
4.381000,0.205000
4.381000,0.255000
4.331000,0.305000
4.281000,0.355000
4.231000,0.405000
4.181000,0.455000
4.131000,0.505000
4.081000,0.505000
4.031000,0.555000
3.981000,0.605000
3.981000,0.655000
3.931000,0.705000
3.881000,0.755000
3.831000,0.805000
3.781000,0.855000
3.731000,0.905000
3.731000,0.955000
3.681000,1.005000
3.631000,1.005000
3.581000,1.055000
3.531000,1.105000
3.481000,1.155000
3.431000,1.205000
3.381000,1.205000
3.331000,1.255000
3.281000,1.255000
3.231000,1.305000
3.181000,1.305000
3.131000,1.355000
3.081000,1.405000
3.031000,1.405000
2.981000,1.405000
2.931000,1.455000
2.881000,1.455000
2.831000,1.505000
2.781000,1.505000
2.731000,1.505000
2.681000,1.555000
2.631000,1.555000
2.581000,1.555000
2.531000,1.555000
2.481000,1.555000
2.431000,1.605000
2.381000,1.605000
2.331000,1.655000
2.331000,1.705000
2.281000,1.755000
2.231000,1.755000
2.181000,1.755000
2.131000,1.755000
2.081000,1.755000
2.031000,1.755000
1.981000,1.705000
1.931000,1.655000
1.881000,1.655000
1.831000,1.605000
1.781000,1.605000
1.731000,1.605000
1.681000,1.555000
1.631000,1.555000
1.581000,1.555000
1.531000,1.555000
1.481000,1.555000
1.431000,1.505000
1.381000,1.505000
1.331000,1.505000
1.281000,1.505000
1.231000,1.455000
1.181000,1.455000
1.131000,1.455000
1.081000,1.405000
1.031000,1.405000
0.981000,1.405000
0.931000,1.405000
0.881000,1.355000
0.831000,1.355000
0.781000,1.355000
0.731000,1.305000
0.681000,1.305000
0.631000,1.305000
0.581000,1.305000
0.531000,1.305000
0.481000,1.305000
0.431000,1.255000
0.381000,1.255000
0.331000,1.255000
0.281000,1.255000
0.231000,1.255000
0.181000,1.205000
0.131000,1.205000
0.081000,1.155000
0.031000,1.155000
-0.019000,1.155000
-0.069000,1.155000
-0.119000,1.105000
-0.169000,1.105000
-0.219000,1.105000
-0.269000,1.055000
-0.319000,1.055000
-0.369000,1.055000
