x_m,y_m,w_tr_right_m,w_tr_left_m
3.157094,2.533413,1.0886,1.0886
3.113820,2.567924,1.1288,1.1288
3.070788,2.599950,1.1189,1.1189
3.026251,2.629502,1.1394,1.1394
2.980077,2.654548,1.1092,1.1092
2.932137,2.676740,1.1491,1.1491
2.884362,2.697746,1.1189,1.1189
2.835027,2.715603,1.1286,1.1286
2.786087,2.730429,1.0984,1.0984
2.735839,2.742366,1.0886,1.0886
2.686258,2.753196,1.0788,1.0788
2.635662,2.761060,1.1189,1.1189
2.586050,2.766189,1.1091,1.1091
2.535762,2.768834,1.0992,1.0992
2.484755,2.769265,1.0894,1.0894
2.435047,2.769396,1.0795,1.0795
2.385001,2.767501,1.0697,1.0697
2.334595,2.763938,1.0598,1.0598
2.283808,2.757027,1.0500,1.0500
2.232617,2.750382,1.0000,1.0000
2.181000,2.743981,1.0000,1.0000
2.131000,2.736230,1.0000,1.0000
2.081000,2.729235,1.0000,1.0000
2.031000,2.721469,1.0000,1.0000
1.981000,2.713039,1.0098,1.0098
1.931000,2.702013,0.9697,0.9697
1.881000,2.692203,0.9795,0.9795
1.831000,2.680101,0.9894,0.9894
1.781000,2.665884,0.9992,0.9992
1.731000,2.651341,0.9591,0.9591
1.681000,2.636670,0.9689,0.9689
1.631000,2.620472,0.9788,0.9788
1.581000,2.604581,0.9488,0.9488
1.531000,2.587174,0.9789,0.9789
1.481000,2.570108,1.0091,1.0091
1.431000,2.553643,0.9886,0.9886
1.381000,2.538064,1.0188,1.0188
1.331000,2.521613,1.0288,1.0288
1.281000,2.502530,0.9886,0.9886
1.231000,2.484334,0.9992,0.9992
1.181000,2.465264,1.0091,1.0091
1.131000,2.447244,0.9689,0.9689
1.081000,2.426473,0.9788,0.9788
1.031000,2.406490,0.9886,0.9886
0.981000,2.385558,0.9591,0.9591
0.931000,2.364003,0.9689,0.9689
0.881000,2.342155,0.9288,0.9288
0.831000,2.319892,0.9488,0.9488
0.781000,2.297094,0.9189,0.9189
0.731000,2.275706,0.9288,0.9288
0.681000,2.254012,0.8992,0.8992
0.631000,2.230298,0.9091,0.9091
0.581000,2.208124,0.9189,0.9189
0.531000,2.185776,0.8788,0.8788
0.481000,2.165219,0.9000,0.9000
0.431000,2.144760,0.8598,0.8598
0.381000,2.122706,0.8697,0.8697
0.331000,2.102640,0.8295,0.8295
0.281000,2.082868,0.8394,0.8394
0.231000,2.065378,0.8492,0.8492
0.181000,2.048052,0.8091,0.8091
0.131000,2.028771,0.8189,0.8189
0.081000,2.009522,0.8295,0.8295
0.031000,1.988614,0.7894,0.7894
-0.019000,1.969628,0.7992,0.7992
-0.069000,1.948806,0.7591,0.7591
-0.119000,1.928116,0.7689,0.7689
-0.169000,1.907459,0.7991,0.7991
-0.219000,1.886736,0.7689,0.7689
-0.269000,1.867913,0.7894,0.7894
-0.319000,1.847234,0.7492,0.7492
-0.369000,1.828280,0.7591,0.7591
-0.419000,1.809359,0.7689,0.7689
-0.469000,1.790394,0.7492,0.7492
-0.519000,1.771310,0.7591,0.7591
-0.569000,1.750412,0.7197,0.7197
-0.619000,1.731284,0.7295,0.7295
-0.669000,1.710168,0.7394,0.7394
-0.719000,1.690647,0.6992,0.6992
-0.769000,1.671028,0.7000,0.7000
-0.819000,1.651235,0.6598,0.6598
-0.869000,1.631190,0.6697,0.6697
-0.919000,1.609202,0.6795,0.6795
-0.969000,1.588852,0.6394,0.6394
-1.019000,1.566384,0.6492,0.6492
-1.069000,1.545379,0.6192,0.6192
-1.119000,1.524146,0.6492,0.6492
-1.169000,1.503054,0.6192,0.6192
-1.219000,1.482028,0.6494,0.6494
-1.269000,1.462607,0.6598,0.6598
-1.319000,1.441057,0.6197,0.6197
-1.369000,1.419366,0.6295,0.6295
-1.419000,1.399520,0.5894,0.5894
-1.469000,1.377785,0.5992,0.5992
-1.519000,1.357764,0.6192,0.6192
-1.569000,1.335723,0.5992,0.5992
-1.619000,1.315267,0.6192,0.6192
-1.669000,1.294723,0.5795,0.5795
-1.719000,1.274037,0.5894,0.5894
-1.769000,1.253154,0.5492,0.5492
-1.819000,1.232021,0.5794,0.5794
-1.869000,1.208519,0.5992,0.5992
-1.919000,1.186251,0.5697,0.5697
-1.969000,1.163547,0.5795,0.5795
-2.019000,1.142417,0.5394,0.5394
-2.069000,1.119145,0.5492,0.5492
-2.119000,1.095743,0.5197,0.5197
-2.169000,1.074220,0.5295,0.5295
-2.219000,1.050862,0.4894,0.4894
-2.269000,1.029294,0.5094,0.5094
-2.319000,1.005805,0.5395,0.5395
-2.369000,0.984020,0.5295,0.5295
-2.419000,0.960225,0.5394,0.5394
-2.469000,0.938047,0.5094,0.5094
-2.519000,0.913772,0.5394,0.5394
-2.569000,0.891027,0.5094,0.5094
-2.619000,0.868162,0.5197,0.5197
-2.669000,0.845144,0.4795,0.4795
-2.719000,0.821940,0.4894,0.4894
-2.769000,0.796902,0.4695,0.4695
-2.819000,0.773655,0.4894,0.4894
-2.869000,0.748486,0.4695,0.4695
-2.919000,0.723404,0.4795,0.4795
-2.969000,0.700419,0.4394,0.4394
-3.019000,0.675817,0.4695,0.4695
-3.069000,0.653224,0.4295,0.4295
-3.119000,0.628928,0.4394,0.4394
-3.169000,0.606553,0.4695,0.4695
-3.219000,0.586068,0.4394,0.4394
-3.269000,0.563781,0.4695,0.4695
-3.319000,0.541276,0.4295,0.4295
-3.369000,0.518519,0.4394,0.4394
-3.419000,0.497543,0.4197,0.4197
-3.469000,0.476273,0.4295,0.4295
-3.519000,0.454697,0.3995,0.3995
-3.569000,0.432804,0.4197,0.4197
-3.619000,0.410585,0.4295,0.4295
-3.669000,0.388027,0.3995,0.3995
-3.719000,0.366737,0.4098,0.4098
-3.769000,0.343045,0.3697,0.3697
-3.819000,0.320620,0.3795,0.3795
-3.869000,0.297410,0.3597,0.3597
-3.919000,0.273426,0.3795,0.3795
-3.969000,0.248678,0.3597,0.3597
-4.019000,0.224794,0.3795,0.3795
-4.069000,0.198126,0.3597,0.3597
-4.119000,0.172366,0.3898,0.3898
-4.169000,0.147545,0.3795,0.3795
-4.219000,0.120040,0.3898,0.3898
-4.269000,0.093562,0.3795,0.3795
-4.319000,0.064486,0.3795,0.3795
-4.369000,0.036524,0.3898,0.3898
-4.419000,0.007668,0.3795,0.3795
-4.469000,-0.022028,0.3898,0.3898
-4.519000,-0.052509,0.3795,0.3795
-4.569000,-0.083721,0.3795,0.3795
-4.619000,-0.115610,0.3898,0.3898
-4.669000,-0.148120,0.3795,0.3795
-4.719000,-0.181197,0.3898,0.3898
-4.769000,-0.214787,0.3898,0.3898
-4.819000,-0.246771,0.3795,0.3795
-4.869000,-0.279138,0.3995,0.3995
-4.919000,-0.310193,0.3898,0.3898
-4.969000,-0.339838,0.3995,0.3995
-5.019000,-0.370019,0.4200,0.4200
-5.070617,-0.398997,0.4200,0.4200
-5.121808,-0.428695,0.3898,0.3898
-5.174212,-0.457354,0.3995,0.3995
-5.225809,-0.486876,0.3795,0.3795
-5.278259,-0.517542,0.4197,0.4197
-5.329563,-0.547574,0.4297,0.4297
-5.381405,-0.578850,0.3995,0.3995
-5.431806,-0.609567,0.4295,0.4295
-5.482471,-0.641581,0.3995,0.3995
-5.531446,-0.675134,0.4295,0.4295
-5.580456,-0.708402,0.4197,0.4197
-5.629184,-0.743218,0.4295,0.4295
-5.675719,-0.777737,0.3995,0.3995
-5.721832,-0.813773,0.3898,0.3898
-5.765632,-0.851521,0.3500,0.3500
-5.808910,-0.889114,0.3898,0.3898
-5.853033,-0.928344,0.3995,0.3995
-5.895729,-0.969384,0.4295,0.4295
-5.936813,-1.010345,0.4394,0.4394
-5.976121,-1.052998,0.4695,0.4695
-6.015128,-1.097494,0.4394,0.4394
-6.053288,-1.141922,0.4894,0.4894
-6.090100,-1.188030,0.5295,0.5295
-6.125106,-1.235949,0.5697,0.5697
-6.157891,-1.285362,0.5598,0.5598
-6.188085,-1.335953,0.6000,0.6000
-6.215359,-1.387406,0.6000,0.6000
-6.239431,-1.442637,0.6500,0.6500
-6.260060,-1.499311,0.6697,0.6697
-6.277050,-1.555112,0.7295,0.7295
-6.290249,-1.613022,0.7394,0.7394
-6.299547,-1.668707,0.7492,0.7492
-6.304879,-1.723577,0.7591,0.7591
-6.306222,-1.776997,0.7689,0.7689
-6.303600,-1.828359,0.7991,0.7991
-6.297077,-1.875455,0.8292,0.8292
-6.286763,-1.921378,0.8594,0.8594
-6.272809,-1.963965,0.8895,0.8895
-6.255413,-2.004756,0.8798,0.8798
-6.234814,-2.041656,0.8798,0.8798
-6.211297,-2.076269,0.8798,0.8798
-6.183124,-2.106565,0.9089,0.9089
-6.152261,-2.132598,0.8798,0.8798
-6.117037,-2.154444,0.8798,0.8798
-6.079483,-2.173819,0.8798,0.8798
-6.037993,-2.188800,0.8497,0.8497
-5.994664,-2.201167,0.8594,0.8594
-5.947956,-2.210681,0.8292,0.8292
-5.900031,-2.217145,0.7991,0.7991
-5.849414,-2.220407,0.7689,0.7689
-5.798332,-2.220357,0.7591,0.7591
-5.745375,-2.215313,0.7492,0.7492
-5.690775,-2.207295,0.7394,0.7394
-5.636843,-2.194688,0.6795,0.6795
-5.582260,-2.179576,0.6697,0.6697
-5.529404,-2.160409,0.6598,0.6598
-5.477020,-2.139337,0.6000,0.6000
-5.423424,-2.116491,0.6000,0.6000
-5.370617,-2.090430,0.5500,0.5500
-5.319000,-2.063413,0.5500,0.5500
-5.269000,-2.035680,0.5098,0.5098
-5.219000,-2.005899,0.5197,0.5197
-5.169000,-1.976439,0.4795,0.4795
-5.119000,-1.947648,0.4894,0.4894
-5.069000,-1.919920,0.4695,0.4695
-5.019000,-1.891627,0.4598,0.4598
-4.969000,-1.864844,0.4900,0.4900
-4.919000,-1.838008,0.4894,0.4894
-4.869000,-1.809132,0.4598,0.4598
-4.819000,-1.778293,0.4598,0.4598
-4.769000,-1.747631,0.4200,0.4200
-4.719000,-1.715180,0.4297,0.4297
-4.669000,-1.682654,0.4394,0.4394
-4.619000,-1.648558,0.4295,0.4295
-4.569000,-1.613011,0.4394,0.4394
-4.519000,-1.576134,0.4695,0.4695
-4.469000,-1.540109,0.4894,0.4894
-4.419000,-1.503015,0.4695,0.4695
-4.369000,-1.464994,0.4894,0.4894
-4.319000,-1.424572,0.4894,0.4894
-4.269000,-1.383931,0.4695,0.4695
-4.219000,-1.341575,0.4598,0.4598
-4.169000,-1.299666,0.4695,0.4695
-4.119000,-1.260367,0.4598,0.4598
-4.069000,-1.222181,0.4598,0.4598
-4.019000,-1.183610,0.4394,0.4394
-3.969000,-1.146817,0.4200,0.4200
-3.919000,-1.110284,0.4200,0.4200
-3.869000,-1.074087,0.4200,0.4200
-3.819000,-1.039897,0.4200,0.4200
-3.769000,-1.005705,0.3898,0.3898
-3.719000,-0.971543,0.3898,0.3898
-3.669000,-0.939487,0.3898,0.3898
-3.619000,-0.907930,0.3597,0.3597
-3.569000,-0.878926,0.3795,0.3795
-3.519000,-0.852463,0.3500,0.3500
-3.469000,-0.828531,0.3597,0.3597
-3.419000,-0.805502,0.3295,0.3295
-3.369000,-0.783344,0.3597,0.3597
-3.319000,-0.764065,0.3295,0.3295
-3.269000,-0.745995,0.3197,0.3197
-3.219000,-0.729057,0.3598,0.3598
-3.169000,-0.715217,0.3500,0.3500
-3.119000,-0.702760,0.3500,0.3500
-3.069000,-0.691566,0.4000,0.4000
-3.019000,-0.681494,0.4000,0.4000
-2.969000,-0.673996,0.4000,0.4000
-2.919000,-0.665228,0.4000,0.4000
-2.869000,-0.657047,0.4000,0.4000
-2.819000,-0.649224,0.4000,0.4000
-2.769000,-0.645188,0.4000,0.4000
-2.719000,-0.641029,0.4500,0.4500
-2.669000,-0.636498,0.4500,0.4500
-2.619000,-0.631321,0.4598,0.4598
-2.569000,-0.627268,0.4697,0.4697
-2.519000,-0.622427,0.4795,0.4795
-2.469000,-0.618546,0.4894,0.4894
-2.419000,-0.615308,0.5094,0.5094
-2.369000,-0.610334,0.5197,0.5197
-2.319000,-0.605349,0.5295,0.5295
-2.269000,-0.600463,0.5394,0.5394
-2.219000,-0.595783,0.5492,0.5492
-2.169000,-0.593037,0.6000,0.6000
-2.119000,-0.590290,0.6000,0.6000
-2.069000,-0.585610,0.6000,0.6000
-2.019000,-0.580724,0.6000,0.6000
-1.969000,-0.575739,0.6000,0.6000
-1.919000,-0.570765,0.6098,0.6098
-1.869000,-0.565911,0.6197,0.6197
-1.819000,-0.561286,0.6295,0.6295
-1.769000,-0.556552,0.6394,0.6394
-1.719000,-0.551370,0.6492,0.6492
-1.669000,-0.545851,0.6500,0.6500
-1.619000,-0.540102,0.7000,0.7000
-1.569000,-0.534234,0.7000,0.7000
-1.519000,-0.528354,0.7000,0.7000
-1.469000,-0.522126,0.7000,0.7000
-1.419000,-0.515210,0.7000,0.7000
-1.369000,-0.507717,0.7000,0.7000
-1.319000,-0.499754,0.7000,0.7000
-1.269000,-0.491431,0.7492,0.7492
-1.219000,-0.482857,0.7394,0.7394
-1.169000,-0.474142,0.7295,0.7295
-1.119000,-0.465394,0.7197,0.7197
-1.069000,-0.458338,0.7098,0.7098
-1.019000,-0.451043,0.7000,0.7000
-0.969000,-0.443639,0.7500,0.7500
-0.919000,-0.434192,0.7500,0.7500
-0.869000,-0.426494,0.7500,0.7500
-0.819000,-0.419056,0.7500,0.7500
-0.769000,-0.412012,0.7500,0.7500
-0.719000,-0.403428,0.7500,0.7500
-0.669000,-0.396645,0.7500,0.7500
-0.619000,-0.389731,0.8000,0.8000
-0.569000,-0.382818,0.8000,0.8000
-0.519000,-0.376035,0.8000,0.8000
-0.469000,-0.369515,0.8000,0.8000
-0.419000,-0.363386,0.8000,0.8000
-0.369000,-0.355718,0.8000,0.8000
-0.319000,-0.348235,0.8000,0.8000
-0.269000,-0.341047,0.8500,0.8500
-0.219000,-0.334262,0.8598,0.8598
-0.169000,-0.327990,0.8697,0.8697
-0.119000,-0.320276,0.8795,0.8795
-0.069000,-0.311207,0.8894,0.8894
-0.019000,-0.302913,0.8992,0.8992
0.031000,-0.297075,0.9091,0.9091
0.081000,-0.290100,0.9689,0.9689
0.131000,-0.284118,0.9788,0.9788
0.181000,-0.279194,0.9886,0.9886
0.231000,-0.277011,1.0188,1.0188
0.281000,-0.271910,1.0489,1.0489
0.331000,-0.267617,1.0788,1.0788
0.381000,-0.264174,1.0886,1.0886
0.431000,-0.261626,1.0984,1.0984
0.481000,-0.260016,1.1286,1.1286
0.531000,-0.259388,1.1484,1.1484
0.581000,-0.257721,1.1684,1.1684
0.631000,-0.256654,1.1886,1.1886
0.681000,-0.256209,1.1984,1.1984
0.731000,-0.256408,1.2000,1.2000
0.781000,-0.257271,1.2000,1.2000
0.831000,-0.258823,1.2000,1.2000
0.881000,-0.261083,1.2000,1.2000
0.931000,-0.264074,1.2000,1.2000
0.981000,-0.265754,1.2000,1.2000
1.031000,-0.266122,1.2000,1.2000
1.081000,-0.267222,1.2000,1.2000
1.131000,-0.269030,1.2000,1.2000
1.181000,-0.271526,1.2000,1.2000
1.231000,-0.274687,1.2000,1.2000
1.281000,-0.278492,1.2000,1.2000
1.331000,-0.281302,1.2000,1.2000
1.381000,-0.283073,1.2000,1.2000
1.431000,-0.285357,1.2000,1.2000
1.481000,-0.288089,1.2000,1.2000
1.531000,-0.289585,1.2000,1.2000
1.581000,-0.291824,1.2000,1.2000
1.631000,-0.293100,1.2000,1.2000
1.681000,-0.295369,1.1500,1.1500
1.731000,-0.298521,1.1500,1.1500
1.781000,-0.300831,1.1500,1.1500
1.831000,-0.304233,1.1500,1.1500
1.881000,-0.308594,1.1500,1.1500
1.931000,-0.312167,1.1500,1.1500
1.981000,-0.318928,1.1500,1.1500
2.031000,-0.327128,1.1598,1.1598
2.081000,-0.332958,1.1697,1.1697
2.131000,-0.341985,1.1795,1.1795
2.181000,-0.352441,1.1394,1.1394
2.231000,-0.362557,1.1492,1.1492
2.281000,-0.372159,1.1591,1.1591
2.331000,-0.384729,1.1689,1.1689
2.381000,-0.396861,1.1288,1.1288
2.431000,-0.410422,1.1386,1.1386
2.481000,-0.423599,1.1484,1.1484
2.531000,-0.438237,1.1500,1.1500
2.581000,-0.452503,1.0984,1.0984
2.631000,-0.468219,1.0886,1.0886
2.681000,-0.485146,1.0586,1.0586
2.731000,-0.501427,0.9886,0.9886
2.781000,-0.518864,0.9788,0.9788
2.831000,-0.537196,0.9689,0.9689
2.881000,-0.554544,0.9091,0.9091
2.931000,-0.572689,0.8992,0.8992
2.981000,-0.589729,0.8894,0.8894
3.031000,-0.607424,0.8295,0.8295
3.081000,-0.627532,0.8197,0.8197
3.131000,-0.646536,0.7598,0.7598
3.181000,-0.664578,0.7500,0.7500
3.231000,-0.681777,0.7500,0.7500
3.281000,-0.698233,0.7000,0.7000
3.331000,-0.714021,0.7000,0.7000
3.381000,-0.731260,0.7000,0.7000
3.431000,-0.748388,0.6500,0.6500
3.481000,-0.765437,0.6500,0.6500
3.531000,-0.782419,0.6500,0.6500
3.582617,-0.801386,0.6000,0.6000
3.633808,-0.820710,0.6000,0.6000
3.684595,-0.842424,0.6000,0.6000
3.735001,-0.864877,0.5500,0.5500
3.785047,-0.888015,0.5500,0.5500
3.834755,-0.913825,0.5000,0.5000
3.884146,-0.940615,0.5098,0.5098
3.934859,-0.968286,0.4697,0.4697
3.984875,-0.998783,0.4295,0.4295
4.034235,-1.030368,0.4394,0.4394
4.084602,-1.062900,0.4297,0.4297
4.133976,-1.098279,0.4200,0.4200
4.182422,-1.134725,0.4598,0.4598
4.230007,-1.172052,0.4297,0.4297
4.230007,-1.172052,0.4297,0.4297
4.276796,-1.212117,0.4394,0.4394
4.322854,-1.253096,0.4795,0.4795
4.368246,-1.294760,0.5295,0.5295
4.413039,-1.338922,0.5298,0.5298
4.457297,-1.383715,0.5298,0.5298
4.502703,-1.430929,0.5298,0.5298
4.547279,-1.478675,0.5298,0.5298
4.591114,-1.528723,0.5395,0.5395
4.634294,-1.579162,0.5492,0.5492
4.676907,-1.629674,0.5298,0.5298
4.719040,-1.681987,0.5395,0.5395
4.760781,-1.735761,0.5492,0.5492
4.802216,-1.790211,0.5697,0.5697
4.843433,-1.845000,0.5794,0.5794
4.884519,-1.899789,0.5794,0.5794
4.925561,-1.954239,0.5492,0.5492
4.966647,-2.008013,0.5697,0.5697
5.007864,-2.060326,0.5794,0.5794
5.049299,-2.112455,0.5992,0.5992
5.091040,-2.162468,0.6095,0.6095
5.133173,-2.212112,0.6192,0.6192
5.175786,-2.261094,0.5992,0.5992
5.218966,-2.307522,0.6095,0.6095
5.262801,-2.354806,0.6192,0.6192
5.307378,-2.400653,0.6300,0.6300
5.352783,-2.444854,0.6698,0.6698
5.399105,-2.487225,0.6795,0.6795
5.444367,-2.529218,0.6698,0.6698
5.490250,-2.568651,0.6698,0.6698
5.536820,-2.605424,0.6795,0.6795
5.584144,-2.639461,0.6494,0.6494
5.632285,-2.672324,0.6591,0.6591
5.681310,-2.701940,0.6892,0.6892
5.731284,-2.729934,0.6591,0.6591
5.780208,-2.754298,0.7091,0.7091
5.829743,-2.776725,0.6992,0.6992
5.879933,-2.796887,0.7394,0.7394
5.930374,-2.814501,0.7295,0.7295
5.982278,-2.829327,0.7098,0.7098
6.035265,-2.841169,0.7000,0.7000
