x_m,y_m,w_tr_right_m,w_tr_left_m
6.088974,-2.849874,0.7500,0.7500
6.144683,-2.855332,0.7500,0.7500
6.200034,-2.857479,0.7500,0.7500
6.254755,-2.856292,0.7598,0.7598
6.308595,-2.851793,0.7697,0.7697
6.361324,-2.844049,0.7295,0.7295
6.412288,-2.833167,0.7394,0.7394
6.460855,-2.819301,0.7492,0.7492
6.506861,-2.802646,0.7591,0.7591
6.550163,-2.783444,0.7291,0.7291
6.592259,-2.761977,0.7591,0.7591
6.631009,-2.738573,0.7291,0.7291
6.666357,-2.711539,0.7291,0.7291
6.698272,-2.680820,0.7194,0.7194
6.728358,-2.648447,0.7194,0.7194
6.754585,-2.612815,0.7097,0.7097
6.777008,-2.576020,0.6698,0.6698
6.795702,-2.536522,0.6698,0.6698
6.810766,-2.494420,0.6397,0.6397
6.823936,-2.449832,0.6397,0.6397
6.833312,-2.404966,0.6494,0.6494
6.840697,-2.358388,0.6192,0.6192
6.845872,-2.310308,0.5992,0.5992
6.848662,-2.263018,0.5894,0.5894
6.848937,-2.213109,0.5795,0.5795
6.846609,-2.162472,0.5697,0.5697
6.841635,-2.111401,0.5598,0.5598
6.832398,-2.060212,0.5500,0.5500
6.820984,-2.007180,0.5000,0.5000
6.805842,-1.954259,0.5000,0.5000
6.789122,-1.901809,0.5000,0.5000
6.770956,-1.848595,0.4500,0.4500
6.751518,-1.795000,0.4697,0.4697
6.731026,-1.743021,0.4795,0.4795
6.708126,-1.690999,0.4394,0.4394
6.685165,-1.640953,0.4695,0.4695
6.662470,-1.591245,0.4394,0.4394
6.638795,-1.541854,0.4695,0.4695
6.614533,-1.492757,0.4598,0.4598
6.589652,-1.443933,0.4900,0.4900
6.564141,-1.395360,0.4598,0.4598
6.509228,-1.298879,0.4900,0.4900
6.477828,-1.250927,0.4997,0.4997
6.445907,-1.203140,0.5395,0.5395
6.411902,-1.155493,0.5492,0.5492
6.377933,-1.107967,0.5395,0.5395
6.342011,-1.060540,0.5697,0.5697
6.305829,-1.013188,0.5600,0.5600
6.269486,-0.965891,0.5600,0.5600
6.233101,-0.918627,0.5992,0.5992
6.193136,-0.871373,0.6095,0.6095
6.153392,-0.824109,0.6192,0.6192
6.114010,-0.776812,0.6192,0.6192
6.073537,-0.729460,0.6095,0.6095
6.032137,-0.682033,0.6397,0.6397
5.991589,-0.632890,0.6300,0.6300
5.952081,-0.582436,0.6397,0.6397
5.913818,-0.532670,0.6494,0.6494
5.877029,-0.481908,0.6591,0.6591
5.839903,-0.432129,0.6892,0.6892
5.804306,-0.381627,0.7000,0.7000
5.768447,-0.332358,0.7000,0.7000
5.732152,-0.284212,0.7091,0.7091
5.695246,-0.237081,0.7194,0.7194
5.655938,-0.190855,0.7291,0.7291
5.616095,-0.145425,0.7000,0.7000
5.575522,-0.100683,0.7000,0.7000
5.534469,-0.056519,0.7398,0.7398
5.493186,-0.012824,0.7398,0.7398
5.453542,0.030512,0.7398,0.7398
5.413746,0.073596,0.7398,0.7398
5.373622,0.114475,0.7398,0.7398
5.332996,0.154852,0.7398,0.7398
5.290078,0.194814,0.7291,0.7291
5.248797,0.234449,0.7194,0.7194
5.205748,0.273845,0.6795,0.6795
5.162797,0.313087,0.6394,0.6394
5.121811,0.352264,0.6492,0.6492
5.081000,0.393080,0.5992,0.5992
5.040189,0.435195,0.5794,0.5794
4.999203,0.476679,0.5697,0.5697
4.957869,0.517660,0.5600,0.5600
4.914394,0.558270,0.5600,0.5600
4.872710,0.598641,0.5794,0.5794
4.831026,0.640519,0.5697,0.5697
4.791232,0.681993,0.5794,0.5794
4.751557,0.723216,0.5992,0.5992
4.711850,0.764342,0.5998,0.5998
4.671957,0.805521,0.5998,0.5998
4.630110,0.846908,0.5600,0.5600
4.588197,0.888655,0.5998,0.5998
4.548108,0.932532,0.5998,0.5998
4.508074,0.976648,0.6095,0.6095
4.466324,1.021179,0.6095,0.6095
4.426814,1.066298,0.5998,0.5998
4.386155,1.112182,0.6300,0.6300
4.346238,1.156939,0.6300,0.6300
4.305272,1.200277,0.5998,0.5998
4.265125,1.243941,0.5992,0.5992
4.223982,1.286000,0.5794,0.5794
4.183690,1.328179,0.6095,0.6095
4.144031,1.368524,0.5998,0.5998
4.103169,1.408737,0.5998,0.5998
4.062930,1.448907,0.5697,0.5697
4.023072,1.489120,0.5794,0.5794
3.985420,1.531081,0.6192,0.6192
3.948139,1.572835,0.6300,0.6300
3.911010,1.614490,0.6300,0.6300
3.874263,1.656156,0.6397,0.6397
3.838127,1.697943,0.6397,0.6397
3.802384,1.739958,0.6494,0.6494
3.766815,1.783928,0.6591,0.6591
3.731203,1.829536,0.6591,0.6591
3.695329,1.874872,0.6892,0.6892
3.661038,1.921704,0.7091,0.7091
3.626519,1.969761,0.7291,0.7291
3.593638,2.018790,0.7091,0.7091
3.560604,2.066946,0.7492,0.7492
3.527243,2.116065,0.7894,0.7894
3.493381,2.163875,0.7795,0.7795
3.458842,2.209721,0.8197,0.8197
3.423452,2.255013,0.8598,0.8598
3.387036,2.297949,0.8598,0.8598
3.351485,2.340407,0.9000,0.9000
3.315029,2.382224,0.9500,0.9500
3.277514,2.422811,1.0000,1.0000
3.238788,2.461599,1.0000,1.0000
3.198699,2.498492,1.0500,1.0500
