x_m,y_m
-6.247000,-4.506000
-6.297000,-4.456000
-6.347000,-4.456000
-6.397000,-4.406000
-6.447000,-4.406000
-6.497000,-4.356000
-6.547000,-4.356000
-6.597000,-4.306000
-6.647000,-4.306000
-6.697000,-4.306000
-6.747000,-4.306000
-6.797000,-4.306000
-6.847000,-4.306000
-6.897000,-4.306000
-6.897000,-4.256000
-6.947000,-4.206000
-6.997000,-4.206000
-6.997000,-4.156000
-7.047000,-4.106000
-7.097000,-4.056000
-7.147000,-4.006000
-7.197000,-3.956000
-7.197000,-3.906000
-7.197000,-3.856000
-7.197000,-3.806000
-7.197000,-3.756000
-7.197000,-3.706000
-7.197000,-3.656000
-7.197000,-3.606000
-7.197000,-3.556000
-7.197000,-3.506000
-7.197000,-3.456000
-7.197000,-3.406000
-7.147000,-3.356000
-7.147000,-3.306000
-7.147000,-3.256000
-7.147000,-3.206000
-7.097000,-3.156000
-7.097000,-3.106000
-7.097000,-3.056000
-7.097000,-3.006000
-7.097000,-2.956000
-7.047000,-2.906000
-7.047000,-2.856000
-7.047000,-2.806000
-7.047000,-2.756000
-6.997000,-2.706000
-6.997000,-2.656000
-6.997000,-2.606000
-6.997000,-2.556000
-6.997000,-2.506000
-6.947000,-2.456000
-6.947000,-2.406000
-6.947000,-2.356000
-6.947000,-2.306000
-6.947000,-2.256000
-6.897000,-2.206000
-6.897000,-2.156000
-6.897000,-2.106000
-6.897000,-2.056000
-6.897000,-2.006000
-6.897000,-1.956000
-6.847000,-1.906000
-6.847000,-1.856000
-6.847000,-1.806000
-6.847000,-1.756000
-6.847000,-1.706000
-6.847000,-1.656000
-6.847000,-1.606000
-6.847000,-1.556000
-6.797000,-1.506000
-6.797000,-1.456000
-6.797000,-1.406000
-6.797000,-1.356000
-6.797000,-1.306000
-6.747000,-1.256000
-6.747000,-1.206000
-6.747000,-1.156000
-6.747000,-1.106000
-6.747000,-1.056000
-6.697000,-1.006000
-6.697000,-0.956000
-6.697000,-0.906000
-6.697000,-0.856000
-6.697000,-0.806000
-6.697000,-0.756000
-6.647000,-0.706000
-6.647000,-0.656000
-6.647000,-0.606000
-6.647000,-0.556000
-6.647000,-0.506000
-6.597000,-0.456000
-6.597000,-0.406000
-6.597000,-0.356000
-6.597000,-0.306000
-6.597000,-0.256000
-6.547000,-0.206000
-6.547000,-0.156000
-6.547000,-0.106000
-6.547000,-0.056000
-6.547000,-0.006000
-6.547000,0.044000
-6.497000,0.094000
-6.497000,0.144000
-6.497000,0.194000
-6.497000,0.244000
-6.497000,0.294000
-6.447000,0.344000
-6.447000,0.394000
-6.447000,0.444000
-6.447000,0.494000
-6.447000,0.544000
-6.447000,0.594000
-6.397000,0.644000
-6.397000,0.694000
-6.397000,0.744000
-6.397000,0.794000
-6.397000,0.844000
-6.347000,0.894000
-6.347000,0.944000
-6.347000,0.994000
-6.347000,1.044000
-6.347000,1.094000
-6.297000,1.144000
-6.297000,1.194000
-6.297000,1.244000
-6.297000,1.294000
-6.247000,1.344000
-6.247000,1.394000
-6.247000,1.444000
-6.247000,1.494000
-6.247000,1.544000
-6.247000,1.594000
-6.247000,1.644000
-6.247000,1.694000
-6.247000,1.744000
-6.197000,1.794000
-6.197000,1.844000
-6.197000,1.894000
-6.197000,1.944000
-6.197000,1.994000
-6.147000,2.044000
-6.147000,2.094000
