x_m,y_m
-5.647000,-3.056000
-5.597000,-3.106000
-5.547000,-3.106000
-5.497000,-3.106000
-5.447000,-3.106000
-5.397000,-3.106000
-5.347000,-3.056000
-5.297000,-3.006000
-5.247000,-2.956000
-5.247000,-2.906000
-5.247000,-2.856000
-5.197000,-2.806000
-5.197000,-2.756000
-5.197000,-2.706000
-5.147000,-2.656000
-5.147000,-2.606000
-5.147000,-2.556000
-5.147000,-2.506000
-5.147000,-2.456000
-5.147000,-2.406000
-5.147000,-2.356000
-5.147000,-2.306000
-5.147000,-2.256000
-5.147000,-2.206000
-5.147000,-2.156000
-5.147000,-2.106000
-5.147000,-2.056000
-5.147000,-2.006000
-5.147000,-1.956000
-5.147000,-1.906000
-5.147000,-1.856000
-5.097000,-1.806000
-5.097000,-1.756000
-5.097000,-1.706000
-5.097000,-1.656000
-5.097000,-1.606000
-5.097000,-1.556000
-5.097000,-1.506000
-5.097000,-1.456000
-5.097000,-1.406000
-5.097000,-1.356000
-5.097000,-1.306000
-5.097000,-1.256000
-5.097000,-1.206000
-5.097000,-1.156000
-5.097000,-1.106000
-5.097000,-1.056000
-5.047000,-1.006000
-5.047000,-0.956000
-5.047000,-0.906000
-5.047000,-0.856000
-5.047000,-0.806000
-5.047000,-0.756000
-5.047000,-0.706000
-5.047000,-0.656000
-4.997000,-0.606000
-4.997000,-0.556000
-4.997000,-0.506000
-4.997000,-0.456000
-4.997000,-0.406000
-4.997000,-0.356000
-4.997000,-0.306000
-4.997000,-0.256000
-4.947000,-0.206000
-4.947000,-0.156000
-4.947000,-0.106000
-4.947000,-0.056000
-4.897000,-0.006000
-4.897000,0.044000
-4.897000,0.094000
-4.897000,0.144000
-4.897000,0.194000
-4.847000,0.244000
-4.847000,0.294000
-4.847000,0.344000
-4.797000,0.394000
-4.747000,0.444000
-4.697000,0.494000
-4.647000,0.494000
-4.597000,0.494000
-4.547000,0.494000
-4.497000,0.494000
-4.447000,0.494000
-4.397000,0.494000
-4.347000,0.494000
-4.297000,0.494000
-4.247000,0.494000
-4.197000,0.494000
-4.147000,0.494000
-4.097000,0.494000
-4.047000,0.494000
-3.997000,0.494000
-3.947000,0.494000
-3.897000,0.494000
-3.847000,0.494000
-3.797000,0.494000
-3.747000,0.444000
-3.697000,0.444000
-3.647000,0.444000
-3.597000,0.444000
-3.547000,0.444000
-3.497000,0.394000
-3.447000,0.394000
-3.397000,0.394000
-3.347000,0.394000
-3.297000,0.394000
-3.247000,0.394000
-3.197000,0.394000
-3.147000,0.394000
-3.097000,0.394000
-3.047000,0.394000
-2.997000,0.394000
-2.947000,0.344000
-2.897000,0.294000
-2.847000,0.244000
-2.797000,0.244000
-2.747000,0.244000
-2.697000,0.244000
-2.647000,0.244000
-2.597000,0.244000
-2.547000,0.244000
-2.497000,0.244000
-2.447000,0.294000
-2.397000,0.294000
-2.347000,0.294000
-2.297000,0.344000
-2.247000,0.344000
-2.197000,0.394000
-2.147000,0.394000
-2.097000,0.394000
-2.047000,0.444000
-1.997000,0.444000
-1.947000,0.444000
-1.897000,0.444000
-1.847000,0.444000
-1.797000,0.444000
-1.747000,0.444000
-1.697000,0.444000
-1.647000,0.444000
-1.597000,0.444000
-1.547000,0.444000
-1.497000,0.444000
-1.447000,0.444000
-1.397000,0.444000
-1.347000,0.444000
-1.297000,0.444000
-1.247000,0.444000
-1.197000,0.494000
-1.147000,0.494000
-1.097000,0.494000
-1.047000,0.544000
-0.997000,0.544000
-0.947000,0.544000
-0.897000,0.544000
-0.847000,0.544000
-0.797000,0.594000
-0.747000,0.594000
-0.697000,0.594000
-0.647000,0.594000
-0.597000,0.594000
-0.547000,0.594000
-0.497000,0.594000
-0.447000,0.594000
-0.397000,0.594000
-0.347000,0.594000
-0.297000,0.594000
-0.247000,0.594000
-0.197000,0.544000
-0.147000,0.544000
-0.097000,0.544000
-0.047000,0.544000
0.003000,0.544000
0.053000,0.544000
0.103000,0.544000
0.153000,0.544000
0.203000,0.494000
0.253000,0.494000
0.303000,0.494000
0.353000,0.494000
0.403000,0.494000
0.453000,0.494000
0.503000,0.494000
0.553000,0.494000
0.603000,0.494000
0.653000,0.494000
0.703000,0.494000
0.753000,0.494000
0.803000,0.494000
0.853000,0.494000
0.903000,0.494000
0.953000,0.494000
1.003000,0.494000
1.053000,0.544000
1.103000,0.594000
1.103000,0.644000
1.103000,0.694000
1.153000,0.744000
1.153000,0.794000
1.103000,0.844000
1.103000,0.894000
1.053000,0.944000
1.003000,0.944000
0.953000,0.994000
0.903000,0.994000
0.853000,0.994000
0.803000,0.994000
0.753000,0.994000
0.703000,0.994000
0.653000,0.994000
0.603000,0.994000
0.553000,0.994000
0.503000,0.994000
0.453000,0.994000
0.403000,0.994000
0.353000,0.994000
0.303000,0.994000
0.253000,0.994000
0.203000,0.994000
0.153000,0.994000
0.103000,0.994000
0.053000,1.044000
0.003000,1.044000
-0.047000,1.044000
-0.097000,1.044000
-0.147000,1.044000
-0.197000,1.044000
-0.247000,1.094000
-0.297000,1.094000
-0.347000,1.094000
-0.397000,1.094000
-0.447000,1.094000
-0.497000,1.094000
-0.547000,1.094000
-0.597000,1.094000
-0.647000,1.094000
-0.697000,1.094000
-0.747000,1.044000
-0.797000,1.044000
-0.847000,1.044000
-0.897000,1.044000
-0.947000,1.044000
-0.997000,1.044000
-1.047000,1.044000
-1.097000,0.994000
-1.147000,0.994000
-1.197000,0.994000
-1.247000,0.994000
-1.297000,0.944000
-1.347000,0.944000
-1.397000,0.944000
-1.447000,0.944000
-1.497000,0.944000
-1.547000,0.944000
-1.597000,0.944000
-1.647000,0.944000
-1.697000,0.944000
-1.747000,0.944000
-1.797000,0.944000
-1.847000,0.944000
-1.897000,0.944000
-1.947000,0.944000
-1.997000,0.944000
-2.047000,0.944000
-2.097000,0.944000
-2.147000,0.894000
-2.197000,0.894000
-2.247000,0.894000
-2.297000,0.844000
-2.347000,0.844000
-2.397000,0.794000
-2.447000,0.794000
-2.497000,0.744000
-2.547000,0.744000
-2.597000,0.744000
-2.647000,0.744000
-2.697000,0.744000
-2.747000,0.744000
-2.797000,0.744000
-2.847000,0.744000
-2.897000,0.744000
-2.947000,0.744000
-2.947000,0.794000
-2.997000,0.844000
-3.047000,0.894000
-3.097000,0.894000
-3.147000,0.894000
-3.197000,0.894000
-3.247000,0.894000
-3.297000,0.894000
-3.347000,0.894000
-3.397000,0.944000
-3.447000,0.944000
-3.497000,0.944000
-3.547000,0.944000
-3.597000,0.944000
-3.647000,0.994000
-3.697000,0.994000
-3.747000,0.994000
-3.797000,0.994000
-3.847000,0.994000
-3.897000,0.994000
-3.947000,0.994000
-3.997000,0.994000
-4.047000,0.994000
-4.097000,1.044000
-4.147000,1.044000
-4.197000,1.044000
-4.247000,1.044000
-4.297000,1.044000
-4.347000,1.044000
-4.397000,1.044000
-4.447000,1.044000
-4.497000,1.044000
-4.547000,1.044000
-4.597000,1.044000
-4.647000,1.044000
-4.697000,0.994000
-4.747000,0.994000
-4.797000,0.944000
-4.847000,0.944000
-4.897000,0.944000
-4.947000,0.894000
-4.997000,0.844000
-5.047000,0.794000
-5.097000,0.744000
-5.147000,0.694000
-5.197000,0.644000
-5.197000,0.594000
-5.247000,0.544000
-5.247000,0.494000
-5.247000,0.444000
-5.297000,0.394000
-5.297000,0.344000
-5.297000,0.294000
-5.297000,0.244000
-5.347000,0.194000
-5.347000,0.144000
-5.347000,0.094000
-5.347000,0.044000
-5.347000,-0.006000
-5.347000,-0.056000
-5.397000,-0.106000
-5.397000,-0.156000
-5.397000,-0.206000
-5.397000,-0.256000
-5.397000,-0.306000
-5.397000,-0.356000
-5.397000,-0.406000
-5.397000,-0.456000
-5.397000,-0.506000
-5.397000,-0.556000
-5.447000,-0.606000
-5.447000,-0.656000
-5.447000,-0.706000
-5.447000,-0.756000
-5.447000,-0.806000
-5.447000,-0.856000
-5.447000,-0.906000
-5.447000,-0.956000
-5.447000,-1.006000
-5.447000,-1.056000
-5.497000,-1.106000
-5.497000,-1.156000
-5.497000,-1.206000
-5.497000,-1.256000
-5.497000,-1.306000
-5.497000,-1.356000
-5.497000,-1.406000
-5.497000,-1.456000
-5.497000,-1.506000
