s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,a_mps2,t_s,w_tr_right_m,w_tr_left_m,d_opt_m
53.82701569066465,-7.147171239226476,1.9981398912252626,3.253251533428648,0.19993725471584264,4.183956493001449,-3.728186348806698,14.35242071604187,0.8175975565971346,0.8175975565971346,0.11312535379606818
54.085313394790354,-7.403947233823183,1.9701435958367226,3.247840518553868,0.22264174836910297,3.964886141147603,-3.001946212424688,14.415815658298643,0.8064279029857422,0.8064279029857422,0.14179621863596995
54.34153785526772,-7.658725671762704,1.942960481445404,3.249605423523544,0.2426498193624265,3.7979044649481786,-2.1551674324955385,14.481829150991892,0.849993007291288,0.849993007291288,0.16722787008932838
54.59708903328058,-7.9127478902092685,1.9150478119340761,3.2505069231409687,0.25886159493679634,3.677055718842096,-1.448696531237161,14.550204412325602,0.8499999879860589,0.8499999879860589,0.18910822032547966
54.85531476446435,-8.169618828739038,1.8886309766915879,3.2337212785807488,0.2704066226562831,3.5977034299465824,-0.9488054170206581,14.621196654378528,0.8500000000359273,0.8500000000359273,0.20730009120150641
55.11641112091654,-8.42992504847128,1.868333702950612,3.205214347318819,0.2791309399746867,3.541033481351848,-0.5546834400438669,14.694345829000428,0.8499999999999702,0.8499999999999702,0.22191278350276952
55.376926132317585,-8.690110796724657,1.85523990399392,3.1792456362959314,0.2830428919000192,3.5164779275306617,-0.19369668773204296,14.768172138674732,0.8499999999768565,0.8499999999768565,0.23315596987870107
55.63690223211915,-8.949992246083664,1.8482252944470654,3.1591369030220817,0.28369306360183366,3.512446059665228,0.023606632358742274,14.842145367087827,0.850000014227117,0.850000014227117,0.24148056816628252
55.894010995735,-9.207080348622572,1.8449658679612844,3.1526604556135993,0.2825059300062195,3.5198182437178605,0.08409686601255473,14.91526797810578,0.849996439566382,0.849996439566382,0.24748459016081162
56.145961459974124,-9.458993895177395,1.8406529232039173,3.1692002984394905,0.28172973504786386,3.524663642768363,-0.04185679940614406,14.986799275452842,0.8558885874636174,0.8558885874636174,0.2517943095381498
56.390671970545924,-9.703424075507067,1.8289430586309903,3.2154897519585326,0.2833863319493899,3.514346445970205,-0.23246891016688664,15.056329083618142,0.8833746596690168,0.8833746596690168,0.2549727440369403
56.62327952742931,-9.934479078993494,1.802112835315727,3.3104148953767347,0.2867645308024502,3.4935849290937897,-0.4647633687178718,15.122713168859349,0.9000076127144189,0.9000076127144189,0.2574155835165267
56.83639850233081,-10.141252595156674,1.7504949074555258,3.478656570579232,0.29295626910155104,3.4564686652523933,-0.7931846064595192,15.184041897338469,0.9003064665733137,0.9003064665733137,0.25937127050764225
57.02632233905813,-10.31179856674569,1.6669177853946127,3.738229635870736,0.3022083479330168,3.4031476646730083,-1.2033536332322754,15.239416375324584,0.8723199576897345,0.8723199576897345,0.2608904136182877
57.19793504977785,-10.437315555431255,1.549886131420669,4.053911173234752,0.3155304980667018,3.3305300056160148,-1.447936974444982,15.290387841178056,0.8533889357472717,0.8533889357472717,0.26187021129285065
57.376758800401106,-10.523269592417508,1.3930746608174787,4.347033209404691,0.33126033884408,3.250493495324671,-1.359471401739107,15.344733111514106,0.8501084042209295,0.8501084042209295,0.2620330344526648
57.57770509847383,-10.573325268733297,1.198462626303419,4.556585046121724,0.3475066428622578,3.1736020407349783,-1.1066243440209504,15.40729329510564,0.8499989370243992,0.8499989370243992,0.26106568793583745
57.798730480185796,-10.591588744547293,0.9781930986512427,4.689467663895297,0.36293943956000363,3.105395648047394,-0.8575621173916446,15.477694780395828,0.8500001056122999,0.8500001056122999,0.2587345476647607
58.03462291013632,-10.58691031395867,0.7423470666829459,4.76797663243054,0.37650389071790025,3.0489428780790138,-0.639741604605188,15.554353686612673,0.8499516828487119,0.8499516828487119,0.25492743274120844
