% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=2, Mon Jan  5 14:39:09 2026, <python>{}</python>
1 16 0.3520440029800219 1 0 0.17085847630438397 0.18285595180913639 0.009930874043804558
2 32 0.6037198266101133 1 0 0.1030752047620494 0.1005848851131517 0.005146434983112273
3 48 0.9909079709623205 1 0 0.06400524274596356 0.06467845527671102 0.002847713540862333
4 64 0.8979865549776633 1 0 0.06400524274596356 0.06467845527671102 0.002847713540862333
5 80 0.9345428349706648 1 0 0.06400524274596356 0.06467845527671102 0.002847713540862333
6 96 0.9898196924595101 1 0 0.06400524274596356 0.06467845527671102 0.002542041715662707
7 112 1.2360695914334814 1 0 0.06400524274596356 0.06467845527671102 0.0018880510458515012
8 128 1.164740404315663 1 0 0.06400524274596356 0.06467845527671102 0.0018880510458515012
9 144 1.034547623300773 1 0 0.06400524274596356 0.06467845527671102 0.0018880510458515012
10 160 0.8349973661344195 1 0 0.06400524274596356 0.06467845527671102 0.0018880510458515012
10 160 0.8349973661344195 1 0 0.06400524274596356 0.06467845527671102 0.0018880510458515012
