segment,time,s_meas,ey_meas,epsi_meas,vx_meas,vy_meas,wz_meas,curv,a,delta,x_meas,y_meas,psi_meas,s_pred,ey_pred,epsi_pred,vx_pred,vy_pred,wz_pred,x_pred,y_pred,psi_pred
0,1780391968.6815145,3.743994403665811,-22.413432222813288,3.1108159683128207,0.0,0.0,0.0,0.219518,0.0,0.011090183503813586,22.560494922094712,-19.507316574931146,-2.259942771091362,3.743994403665811,-22.413432222813288,3.1108159683128207,0.0,0.0,0.0,22.560494922094712,-19.507316574931146,-2.259942771091362
0,1780391968.7315145,3.7439944036658104,-22.41343222281329,3.110815968312822,0.0,0.0,0.0,0.219518,0.0,0.010198618691812466,22.560494922094712,-19.50731657493115,-2.25994277109136,3.743993641689558,-22.41362284641433,3.111365195414475,-5.9078173697744255e-06,0.0013827488255180335,0.016004979427966644,22.560644985224222,-19.507434132546905,-2.2593935623757284
0,1780391968.7815144,3.74399440366581,-22.41343222281329,3.110815968312824,0.0,0.0,0.0,0.219518,0.0,0.009961427309140803,22.560494922094712,-19.507316574931153,-2.2599427710913584,3.7439931688544767,-22.413694807503486,3.1109429039437178,-6.68302946331552e-05,0.0016112982057174265,0.09838805475949874,22.560701460047362,-19.507478736621206,-2.2598158652523557
0,1780391968.8315144,3.7439944036658104,-22.41343222281329,3.1108159683128247,0.0,0.0,0.0,0.219518,0.0,0.010203095212878356,22.560494922094712,-19.50731657493115,-2.2599427710913575,3.7439929506909326,-22.41377208322312,3.1127239076910085,-4.387613754088802e-05,0.0014905051567431847,0.07115732946103201,22.560762378776918,-19.507526281949136,-2.258034866766806
0,1780391968.8815143,3.743994403665811,-22.413432222813295,3.110815968312826,0.0,0.0,0.0,0.21951800000000002,0.0,0.01066977840546935,22.56049492209472,-19.50731657493115,-2.2599427710913567,3.7439926448170437,-22.413847075095898,3.113792515921383,-4.980819302568748e-05,0.001589334044806933,0.0815106452452106,22.560821408339372,-19.50757253682774,-2.2569662659126806
0,1780391968.9315143,3.743994403665762,-22.413432222813004,3.110815968312827,0.0,0.0,0.0,0.21951799999999708,0.0,0.010971433959480232,22.560494922094442,-19.507316574931032,-2.2599427710913567,3.743992338649516,-22.41392630157868,3.1151468034418155,-4.5275131442941414e-05,0.0016511701576297103,0.0785104075839741,22.560883787176163,-19.507621382899792,-2.255611985774502
0,1780391968.9815142,3.743994403665762,-22.413432222813004,3.110815968312828,0.0,0.0,0.0,0.21951799999999708,0.0,0.010960734724182764,22.560494922094442,-19.507316574931032,-2.2599427710913558,3.743992000777817,-22.414008202023894,3.116429301251827,-4.42398927456178e-05,0.0016910375693087215,0.0800410425572619,22.560948251226446,-19.50767190358898,-2.25432949610994
0,1780391969.0315142,3.743994403665762,-22.413432222813004,3.1108159683128283,0.0,0.0,0.0,0.21951799999999708,0.0,0.0109461600303194,22.560494922094442,-19.507316574931032,-2.259942771091355,3.743991663092323,-22.414091100280654,3.1177520088748674,-4.128777407158566e-05,0.0016733835271563774,0.07947478339091787,22.56101350472899,-19.507723034518378,-2.2530067966265515
0,1780391969.0815141,3.743994403665762,-22.413432222813004,3.1108159683128287,0.0,0.0,0.0,0.21951799999999708,0.0,0.011136571471428795,22.560494922094442,-19.507316574931032,-2.259942771091355,3.7439913234487703,-22.414173487940847,3.119059383283453,-3.906435278535567e-05,0.001677136395459855,0.07965710526842756,22.56107835252635,-19.507773855413745,-2.2516994304034945
0,1780391969.131514,3.743994403665762,-22.413432222813004,3.110815968312829,0.0,0.0,0.0,0.21951799999999708,0.0,0.011515052556627846,22.560494922094442,-19.507316574931032,-2.259942771091354,3.743990974385267,-22.414256649615467,3.1203763194964225,-3.699005451393757e-05,0.001716122887781033,0.07987422876295748,22.561143803702812,-19.507825161326288,-2.2503825026016973
0,1780391969.181514,3.743994403665762,-22.413432222813004,3.1108159683128296,0.0,0.0,0.0,0.21951799999999708,0.0,0.011960883910650852,22.560494922094442,-19.507316574931032,-2.259942771091354,3.743990606372326,-22.414342168847206,3.121708420136234,-3.518889938332575e-05,0.0017813734423321355,0.08035808485655312,22.561211101848258,-19.507877932718614,-2.249050410828157
0,1780391969.231514,3.743994403665762,-22.413432222813004,3.11081596831283,0.0,0.0,0.0,0.21951799999999708,0.0,0.012120226881329639,22.560494922094442,-19.507316574931032,-2.259942771091353,3.7439902170008517,-22.414430967713432,3.123064415245816,-3.3336848725939566e-05,0.0018507587464862251,0.08084603123798975,22.56128097405064,-19.50793273667408,-2.2476944250977287
0,1780391969.281514,3.743994403665762,-22.413432222813004,3.11081596831283,0.0,0.0,0.0,0.21951799999999708,0.0,0.011736295044116682,22.560494922094442,-19.507316574931032,-2.259942771091353,3.743989818421429,-22.414522136131,3.1244372813004837,-3.080231328370916e-05,0.0018577351954111702,0.08090723602966422,22.561352711893786,-19.507989001573765,-2.2463215686422124
0,1780391969.331514,3.743994403665762,-22.413432222813004,3.1108159683128305,0.0,0.0,0.0,0.21951799999999708,0.0,0.010753881374133571,22.560494922094442,-19.507316574931032,-2.259942771091353,3.743989433653525,-22.41461212192202,3.1258022046070213,-2.7430116873817546e-05,0.0017734880442962983,0.08031483062057104,22.561423527325637,-19.508044526056754,-2.2449566546004682
0,1780391969.3815138,3.743994403665762,-22.413432222813004,3.1108159683128305,0.0,0.0,0.0,0.21951799999999708,0.0,0.009782949783341018,22.560494922094442,-19.507316574931032,-2.259942771091353,3.743989087038621,-22.414696427466016,3.127126996216144,-2.3564435812104856e-05,0.0015974159265566548,0.07906816231095855,22.561489885697927,-19.508096528710478,-2.2436318713360004
0,1780391969.4315138,3.743994403665762,-22.413432222813004,3.1108159683127177,0.0,0.0,0.0,0.21951799999999708,0.0,0.009677386658228185,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439887792131072,-22.414772709635493,3.12839465282371,-2.048015444441478e-05,0.0014595169052014254,0.0780750459149028,22.56154993421221,-19.5081435751761,-2.2423642221380895
0,1780391969.4815137,3.743994403665762,-22.413432222813004,3.1108159683127177,0.0,0.0,0.0,0.21951799999999708,0.0,0.010581596769819696,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439884768254186,-22.41484503657955,3.129633428482917,-1.8892206743890794e-05,0.0014906434995549417,0.0782763211197173,22.561606859316466,-19.508188195082752,-2.2411254537565846
0,1780391969.5315137,3.743994403665762,-22.413432222813004,3.1108159683127177,0.0,0.0,0.0,0.21951799999999708,0.0,0.012140132756776527,22.560494922094442,-19.507316574931032,-2.259942771091466,3.743988141466837,-22.41492138675678,3.1309000305919854,-1.8519677324604437e-05,0.0016704664451362681,0.07954588149064405,22.56166693572002,-19.508235316647202,-2.2398588597175166
0,1780391969.5815136,3.743994403665762,-22.413432222813004,3.1108159683127177,0.0,0.0,0.0,0.21951799999999708,0.0,0.013837266267897512,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439877526433345,-22.415007949262623,3.132238992106293,-1.8916205223919255e-05,0.0019315414705265582,0.08140230743035108,22.561735039642944,-19.508288751480002,-2.238519907558161
0,1780391969.6315136,3.743994403665762,-22.413432222813004,3.1108159683127177,0.0,0.0,0.0,0.21951799999999708,0.0,0.014482340156129982,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439873121637266,-22.415107329868444,3.133669288174362,-1.925022184424152e-05,0.00219067622616912,0.08325421255195398,22.56181323393877,-19.508350091651348,-2.237089622085775
0,1780391969.6815135,3.743994403665762,-22.413432222813004,3.1108159683127172,0.0,0.0,0.0,0.21951799999999708,0.0,0.013905727978044293,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439868591616317,-22.415215741116896,3.1351646283759704,-1.6596221295943354e-05,0.0022275429419682477,0.08354795471515811,22.561898559625266,-19.508416972232695,-2.235594292778753
0,1780391969.7315135,3.743994403665762,-22.413432222813004,3.1108159683127172,0.0,0.0,0.0,0.21951799999999708,0.0,0.012181716484540252,22.560494922094442,-19.507316574931032,-2.259942771091466,3.743986426289973,-22.415323061778903,3.1366533761825828,-1.187699602372007e-05,0.0020907989039738164,0.08258570332519195,22.561983041653765,-19.50848316101716,-2.2341055553803937
0,1780391969.7815135,3.743994403665762,-22.413432222813004,3.1108159683127172,0.0,0.0,0.0,0.21951799999999708,0.0,0.010625791816498326,22.560494922094442,-19.507316574931032,-2.259942771091466,3.7439860418495905,-22.415420698583826,3.138073738774205,-6.009915031240078e-06,0.001777401855028066,0.0803693601637456,22.562059909470392,-19.508543365954427,-2.2326852020307077
