4.360000000000852083e-01,-7.505436680377670200e+00,2.816150816561224096e-02
6.944149994057227104e-01,-7.512924934826173740e+00,3.855564439971048696e-02
9.528266448845146286e-01,-7.520483709395023197e+00,5.680463569186725015e-02
1.211222257386880274e+00,-7.527737996776131979e+00,8.303234172889553677e-02
1.469677684262120421e+00,-7.532956816384485776e+00,1.161061436103487943e-01
1.728230518918780545e+00,-7.533154678767661316e+00,1.538023641809250774e-01
1.986737669156620090e+00,-7.524656295312581733e+00,1.933160161779603203e-01
2.244533714055314100e+00,-7.503072711099679992e+00,2.314230043450112850e-01
2.500341943284625668e+00,-7.463927925189929979e+00,2.644187875141243427e-01
2.752290991593945968e+00,-7.404187647520426907e+00,2.886170959727010765e-01
2.998273843087770008e+00,-7.322656099955648479e+00,3.014076447520362967e-01
3.236148455521689726e+00,-7.219803253791749142e+00,3.020872716082812492e-01
3.464820265158109258e+00,-7.097706572803321734e+00,2.919733268099320433e-01
3.682342108058613395e+00,-6.955552171639945769e+00,2.739333527122416179e-01
3.888856648220070156e+00,-6.797458738242177390e+00,2.516303062135885060e-01
4.084813933686636922e+00,-6.627301499763718517e+00,2.287405667593132574e-01
4.271669400169145980e+00,-6.447590340423023925e+00,2.083355442266421331e-01
4.450085262975617795e+00,-6.260083241656976938e+00,1.925394776083879100e-01
4.620383592209902801e+00,-6.065569946066498019e+00,1.824665140961547194e-01
4.782551016115849762e+00,-5.864770489986391055e+00,1.783908033049864950e-01
4.936467320157380101e+00,-5.658021783104884683e+00,1.800796678147248975e-01
5.081708035943318436e+00,-5.445437544056439094e+00,1.872055947545501753e-01
5.217240369622905938e+00,-5.227284360296068577e+00,1.997477923371490383e-01
5.341886993065671163e+00,-5.002469071033267767e+00,2.182910199285478248e-01
5.456607969273602698e+00,-4.770971309776355085e+00,2.441459832686234954e-01
5.558410674903829118e+00,-4.533862319854754297e+00,2.792815693285299883e-01
5.645443245373084729e+00,-4.290819877884455735e+00,3.261362576498565424e-01
5.716061799718852754e+00,-4.042556612350657552e+00,3.874186595050789772e-01
5.767501432262980288e+00,-3.789633948381343931e+00,4.660636609922743090e-01
5.794784034092053560e+00,-3.533022173069577665e+00,5.655828875992021665e-01
5.791497180832652525e+00,-3.275043958621237206e+00,6.909701689315604911e-01
5.750953087841102374e+00,-3.020377137523293065e+00,8.498646365124195023e-01
5.667138645821160559e+00,-2.776713062647176322e+00,1.052558041936026756e+00
5.537994607792720458e+00,-2.553825179536120871e+00,1.307062443730566237e+00
5.364481271184260436e+00,-2.363821507104406638e+00,1.602098872239502869e+00
5.150957872709776453e+00,-2.220712781790567192e+00,1.875932018444045335e+00
4.906688528195032539e+00,-2.143001514506043481e+00,2.007171293349957697e+00
4.650427963061826375e+00,-2.150942450930525940e+00,1.897113338973493990e+00
4.412931256722647966e+00,-2.250314704344470229e+00,1.580786284858897828e+00
4.219728157499518240e+00,-2.422472878873777269e+00,1.188694697931732769e+00
4.076553543431026938e+00,-2.638948269808208735e+00,8.250426063002408439e-01
3.973905194419469655e+00,-2.878317940644917972e+00,5.279778440488822611e-01
3.897073460981263615e+00,-3.126678884432315009e+00,2.958459173091216865e-01
3.831298220996671944e+00,-3.377603977276148584e+00,1.149310580018337857e-01
3.764301103273846483e+00,-3.628022620992363390e+00,-2.758381870663878521e-02
3.686700100745290420e+00,-3.874959074345041277e+00,-1.400757330116018107e-01
3.591556136228715168e+00,-4.115525716068420436e+00,-2.271812567267938177e-01
3.475825814882156806e+00,-4.346708121961169624e+00,-2.921797337549214557e-01
3.338238441352358254e+00,-4.565629025397170970e+00,-3.393507436706078573e-01
3.180013394895931711e+00,-4.770124937888036598e+00,-3.749193012123669955e-01
3.003641679340085968e+00,-4.959150586683499284e+00,-4.061494250615292900e-01
2.811715794843404392e+00,-5.132076383890556315e+00,-4.392503113524363068e-01
2.605889398097875453e+00,-5.287711063071494522e+00,-4.771324886835139889e-01
2.386393728410263648e+00,-5.422553817147978350e+00,-5.178352751291246392e-01
2.153232192194212580e+00,-5.531726821070684252e+00,-5.543076521774136234e-01
1.907369442075143695e+00,-5.608511114242125117e+00,-5.761955087449475155e-01
1.652480925699904013e+00,-5.645937403637654839e+00,-5.736642853842316425e-01
1.394451220402774583e+00,-5.640278777895471052e+00,-5.417467949059231458e-01
1.140016187785571011e+00,-5.593508285050054596e+00,-4.825577181833740070e-01
8.938681225157025789e-01,-5.512278941575265101e+00,-4.038476027507694743e-01
6.574679269662728753e-01,-5.405259524747627609e+00,-3.151586472348718582e-01
4.301550714644015727e-01,-5.279994393290388111e+00,-2.243014545800691428e-01
2.099585316324228401e-01,-5.143232636171158667e+00,-1.358127150884403944e-01
-5.951255404356814438e-03,-5.000238452634238939e+00,-5.127667024476745272e-02
-2.204483065427940147e-01,-4.855761376284124964e+00,2.939636110538548439e-02
-4.360030675675572454e-01,-4.713541923156274294e+00,1.064874642520098058e-01
