1.686000000000001053e+00,-7.504039999999999822e+00,1.537049154788093230e-01
1.944244833601258327e+00,-7.498913320126843196e+00,1.984162676974746409e-01
2.202208609051432120e+00,-7.485292074794356765e+00,2.395589049050536323e-01
2.458897541264677855e+00,-7.455363802474492374e+00,2.734722779184977637e-01
2.712562463101223287e+00,-7.403746767576963705e+00,2.970743944181878926e-01
2.960152187075865804e+00,-7.327492054541314914e+00,3.086864813343739300e-01
3.199111987994030848e+00,-7.227159861835398935e+00,3.082856278477826839e-01
3.428131378937230522e+00,-7.105090155070159952e+00,2.972166952380196348e-01
3.646436247348520343e+00,-6.964948307208207012e+00,2.781565720434921452e-01
3.854307285630664826e+00,-6.810461857084574966e+00,2.550112621174450700e-01
4.052803149305287178e+00,-6.643823038583105856e+00,2.320305271924071044e-01
4.240189379018432625e+00,-6.465411456212076580e+00,2.126278633305545840e-01
4.419749423714496750e+00,-6.279294062939299259e+00,1.987260818870715262e-01
4.593529657772145391e+00,-6.088235686679076331e+00,1.907613391739602093e-01
4.757801961292742021e+00,-5.889029122963718166e+00,1.880884420751153530e-01
4.913117812651833560e+00,-5.683746229568856556e+00,1.896028318226944676e-01
5.058067205594404037e+00,-5.470588690920789254e+00,1.944148303235448405e-01
5.192477147440347274e+00,-5.251045975416244183e+00,2.024430085118310019e-01
5.313275719077339865e+00,-5.024822441496946013e+00,2.147717259384650246e-01
5.425340176319208396e+00,-4.793094732531486990e+00,2.336493750387078905e-01
5.525705413936951693e+00,-4.555795591362481467e+00,2.621589251073386251e-01
5.611880584459901122e+00,-4.312959871136126999e+00,3.037676037342315061e-01
5.685849789937851284e+00,-4.064856653723770918e+00,3.619700763690342771e-01
5.742635591012453133e+00,-3.812745575123055453e+00,4.401897175771141146e-01
5.775257232386066697e+00,-3.557225464698704265e+00,5.420826474199078593e-01
5.780610533076171009e+00,-3.300308480621204854e+00,6.722836818538332482e-01
5.749909631329604309e+00,-3.044721223107616837e+00,8.373113656769877178e-01
5.677589589861232078e+00,-2.797338658619671570e+00,1.045504686366569569e+00
5.555858767026789380e+00,-2.569941713106450365e+00,1.302747412409913874e+00
5.388573821000742115e+00,-2.374887022381940938e+00,1.597579075419695238e+00
5.177125277154627447e+00,-2.228568209897944907e+00,1.873186552947078143e+00
4.935190888289707090e+00,-2.145029901694738061e+00,2.016484560979642460e+00
4.679104860458867421e+00,-2.142608241296403371e+00,1.928490889444844925e+00
4.437288523237339355e+00,-2.229561072317321369e+00,1.631451712037494950e+00
4.237344927525332317e+00,-2.393684856101904845e+00,1.246477902285848538e+00
4.087517456879258937e+00,-2.605021565348584645e+00,8.792013453171904080e-01
3.980400847658158270e+00,-2.840970633030156733e+00,5.728810803255149908e-01
3.901912930932836865e+00,-3.088486331859684242e+00,3.293622504505885895e-01
3.838205524014618675e+00,-3.340582771935729056e+00,1.365206333417847417e-01
3.777461535909200308e+00,-3.592514695838635141e+00,-1.757749860199621025e-02
3.708973947318019881e+00,-3.842045980524833926e+00,-1.402314291635701204e-01
3.622269938974604475e+00,-4.085203890037982788e+00,-2.346205744443802255e-01
