1.685999999999999943e+00,-7.504039999999999822e+00
1.735999999999999988e+00,-7.503938999999999915e+00
1.786000000000000032e+00,-7.502893000000000256e+00
1.836000000000000076e+00,-7.501802999999999777e+00
1.885999999999999899e+00,-7.500589999999999868e+00
1.935999999999999943e+00,-7.499174000000000007e+00
1.985999999999999988e+00,-7.497482999999999898e+00
2.036000000000000032e+00,-7.495441999999999716e+00
2.085999999999999854e+00,-7.492983999999999867e+00
2.136000000000000121e+00,-7.490041999999999867e+00
2.185999999999999943e+00,-7.486552999999999791e+00
2.236000000000000210e+00,-7.482454999999999856e+00
2.286000000000000032e+00,-7.477691000000000088e+00
2.335999999999999854e+00,-7.472204999999999764e+00
2.386000000000000121e+00,-7.465945999999999749e+00
2.435999999999999943e+00,-7.458864000000000161e+00
2.486870000000000136e+00,-7.450911999999999757e+00
2.537628999999999913e+00,-7.442046999999999635e+00
2.588278999999999996e+00,-7.432228000000000279e+00
2.638822999999999919e+00,-7.421415999999999791e+00
2.689262999999999959e+00,-7.409576999999999636e+00
2.739603999999999928e+00,-7.396677000000000390e+00
2.789846999999999966e+00,-7.382687999999999917e+00
2.840866000000000113e+00,-7.367581000000000380e+00
2.891681000000000168e+00,-7.351333999999999591e+00
2.942299000000000220e+00,-7.333924999999999805e+00
2.992725000000000080e+00,-7.315336000000000283e+00
3.043833999999999929e+00,-7.295550999999999675e+00
3.094650999999999819e+00,-7.274557999999999858e+00
3.145183999999999980e+00,-7.252346000000000181e+00
3.195441999999999894e+00,-7.228908999999999807e+00
3.246303000000000161e+00,-7.204241999999999813e+00
3.296793999999999780e+00,-7.178344000000000058e+00
3.346926999999999985e+00,-7.151216999999999935e+00
3.397581999999999880e+00,-7.122862999999999722e+00
3.447789000000000215e+00,-7.093291999999999931e+00
3.498434000000000044e+00,-7.062511999999999901e+00
3.548547000000000118e+00,-7.030535999999999675e+00
3.599016000000000215e+00,-6.997379999999999711e+00
3.648877000000000148e+00,-6.963063000000000002e+00
3.699018999999999835e+00,-6.927603999999999651e+00
3.748480999999999952e+00,-6.891028999999999627e+00
3.797283999999999882e+00,-6.854347999999999885e+00
3.846321999999999797e+00,-6.816723999999999783e+00
3.894636000000000209e+00,-6.778192999999999913e+00
3.943119999999999958e+00,-6.738792000000000115e+00
3.990819999999999812e+00,-6.698563000000000045e+00
4.038632999999999917e+00,-6.656564000000000370e+00
4.085606000000000293e+00,-6.613709000000000060e+00
4.132639000000000173e+00,-6.570045999999999609e+00
4.178784000000000276e+00,-6.525623000000000395e+00
4.224942000000000419e+00,-6.480493000000000059e+00
4.271036999999999750e+00,-6.434711000000000070e+00
4.316124000000000294e+00,-6.388334999999999653e+00
4.361112999999999573e+00,-6.341425000000000090e+00
4.405929999999999680e+00,-6.294045999999999808e+00
4.450508000000000131e+00,-6.246262999999999899e+00
4.494780000000000442e+00,-6.198145000000000238e+00
4.538681999999999661e+00,-6.149765000000000370e+00
4.582154000000000060e+00,-6.101196999999999981e+00
4.625137999999999749e+00,-6.051535000000000331e+00
4.666707999999999856e+00,-6.001726999999999812e+00
4.707793999999999812e+00,-5.951851999999999698e+00
4.748343000000000202e+00,-5.901010000000000311e+00
4.788306999999999647e+00,-5.850154999999999994e+00
4.827638000000000318e+00,-5.799370999999999832e+00
4.866293999999999897e+00,-5.748749000000000109e+00
4.903362000000000442e+00,-5.697395000000000209e+00
4.939785999999999788e+00,-5.646271999999999736e+00
4.975528999999999868e+00,-5.594489000000000267e+00
5.010553999999999952e+00,-5.543012000000000050e+00
5.044831000000000287e+00,-5.490953000000000195e+00
5.078326999999999813e+00,-5.439280000000000115e+00
5.111017999999999617e+00,-5.387107999999999564e+00
5.142878999999999756e+00,-5.335408000000000150e+00
5.173888999999999960e+00,-5.283298000000000272e+00
5.203158000000000172e+00,-5.231753000000000320e+00
5.231654999999999944e+00,-5.179891999999999719e+00
5.259362000000000315e+00,-5.128693000000000168e+00
5.286266999999999605e+00,-5.077278999999999876e+00
5.312361000000000111e+00,-5.026628999999999792e+00
5.337635999999999825e+00,-4.975869999999999571e+00
5.362957999999999892e+00,-4.924999999999999822e+00
5.387343999999999689e+00,-4.875000000000000000e+00
5.410797999999999774e+00,-4.825000000000000178e+00
5.433328000000000380e+00,-4.775000000000000355e+00
5.455813000000000024e+00,-4.724999999999999645e+00
5.477285000000000181e+00,-4.674999999999999822e+00
5.497760999999999676e+00,-4.625000000000000000e+00
5.518133999999999872e+00,-4.575000000000000178e+00
5.537443999999999811e+00,-4.525000000000000355e+00
5.555723000000000411e+00,-4.474999999999999645e+00
5.573871999999999716e+00,-4.424999999999999822e+00
5.590945999999999749e+00,-4.375000000000000000e+00
5.607854999999999812e+00,-4.325000000000000178e+00
5.624532000000000309e+00,-4.275000000000000355e+00
5.640914000000000428e+00,-4.224999999999999645e+00
5.655960000000000321e+00,-4.174129999999999896e+00
5.670486999999999611e+00,-4.122500999999999749e+00
5.684447999999999723e+00,-4.070223000000000368e+00
5.697797999999999696e+00,-4.018270000000000231e+00
5.710503000000000107e+00,-3.965765000000000207e+00
5.722529999999999895e+00,-3.912811000000000039e+00
5.733855000000000146e+00,-3.859507999999999939e+00
5.743471999999999689e+00,-3.805953000000000142e+00
5.752235999999999905e+00,-3.752241000000000160e+00
5.760135000000000005e+00,-3.699333999999999900e+00
5.767163000000000039e+00,-3.646339000000000219e+00
5.772336000000000134e+00,-3.593345999999999929e+00
5.776526999999999745e+00,-3.540439000000000114e+00
5.779742999999999853e+00,-3.487703000000000220e+00
5.782001000000000168e+00,-3.435219000000000023e+00
5.782333000000000389e+00,-3.383062999999999931e+00
5.781634000000000384e+00,-3.332180000000000142e+00
5.779931999999999626e+00,-3.281661999999999857e+00
5.776275000000000048e+00,-3.231580000000000119e+00
5.771571999999999925e+00,-3.181132999999999988e+00
5.764878000000000391e+00,-3.131368999999999847e+00
5.757111000000000089e+00,-3.082348999999999783e+00
5.747335999999999778e+00,-3.033260999999999985e+00
5.736476999999999826e+00,-2.985141000000000044e+00
5.723608999999999725e+00,-2.937168999999999919e+00
5.709664000000000073e+00,-2.890372000000000163e+00
5.694709999999999717e+00,-2.843923000000000201e+00
5.677836000000000105e+00,-2.797969999999999846e+00
5.659118000000000315e+00,-2.752657999999999827e+00
5.637764999999999915e+00,-2.708124000000000198e+00
5.614840000000000053e+00,-2.664502999999999844e+00
5.589555999999999969e+00,-2.621919999999999806e+00
5.562978000000000200e+00,-2.580496999999999819e+00
5.535192000000000334e+00,-2.540350000000000108e+00
5.506285000000000096e+00,-2.501589000000000063e+00
5.475477999999999845e+00,-2.464319000000000148e+00
5.442859999999999587e+00,-2.428638999999999992e+00
5.409506000000000370e+00,-2.394641000000000020e+00
5.374640999999999558e+00,-2.362413000000000096e+00
5.338356000000000101e+00,-2.332037999999999833e+00
5.300745000000000040e+00,-2.303590999999999944e+00
5.261900999999999939e+00,-2.277141999999999999e+00
5.221917999999999616e+00,-2.252758000000000038e+00
5.180888000000000382e+00,-2.230497000000000174e+00
5.139775000000000205e+00,-2.210412999999999961e+00
5.098676000000000208e+00,-2.192553999999999892e+00
5.056817999999999813e+00,-2.176963000000000203e+00
5.015170000000000350e+00,-2.163675000000000015e+00
4.972851000000000354e+00,-2.152721999999999802e+00
4.929960999999999594e+00,-2.144130000000000091e+00
4.886601999999999890e+00,-2.137917999999999985e+00
4.844731000000000343e+00,-2.134100999999999804e+00
4.802599999999999980e+00,-2.132686000000000082e+00
4.760316000000000436e+00,-2.133677000000000046e+00
4.718856999999999857e+00,-2.137071000000000165e+00
4.677349000000000423e+00,-2.142859000000000069e+00
4.636771999999999672e+00,-2.151028000000000162e+00
4.596254000000000062e+00,-2.161557000000000173e+00
4.555908999999999764e+00,-2.174421000000000159e+00
4.516718000000000011e+00,-2.189588999999999785e+00
4.478799000000000419e+00,-2.207024000000000097e+00
4.442269999999999719e+00,-2.226684999999999803e+00
4.406267999999999851e+00,-2.248521999999999910e+00
4.370912999999999826e+00,-2.272482000000000113e+00
4.337199000000000026e+00,-2.298506999999999856e+00
4.305133999999999794e+00,-2.326529999999999987e+00
4.272876000000000118e+00,-2.356482000000000188e+00
4.242290999999999812e+00,-2.388285999999999909e+00
4.212520999999999738e+00,-2.421860999999999819e+00
4.184562999999999811e+00,-2.457117000000000218e+00
4.157447999999999588e+00,-2.493964000000000070e+00
4.131191000000000280e+00,-2.532300999999999913e+00
4.106792999999999694e+00,-2.572023999999999866e+00
4.082417000000000407e+00,-2.613023000000000096e+00
4.059934000000000154e+00,-2.655183000000000071e+00
4.039361999999999675e+00,-2.698380999999999919e+00
4.019737000000000116e+00,-2.742490000000000094e+00
4.001081000000000110e+00,-2.787379000000000051e+00
3.983414999999999928e+00,-2.832908000000000204e+00
3.966645000000000199e+00,-2.878934000000000104e+00
3.950679000000000052e+00,-2.925307000000000102e+00
3.935423999999999811e+00,-2.972855000000000025e+00
3.920784999999999965e+00,-3.021536000000000222e+00
3.906670000000000087e+00,-3.071302999999999894e+00
3.892986000000000057e+00,-3.121121000000000034e+00
3.879640000000000200e+00,-3.171806000000000125e+00
3.866537999999999808e+00,-3.223298999999999914e+00
3.853587000000000096e+00,-3.276410999999999962e+00
3.840692999999999913e+00,-3.330096000000000167e+00
3.827764999999999862e+00,-3.385161000000000087e+00
3.814707999999999988e+00,-3.440443000000000140e+00
3.801429000000000169e+00,-3.495760999999999896e+00
3.787834999999999841e+00,-3.551047000000000065e+00
3.773833999999999911e+00,-3.607098000000000138e+00
3.759330999999999978e+00,-3.663727999999999874e+00
3.744232999999999922e+00,-3.720749999999999780e+00
3.728448000000000206e+00,-3.777108999999999828e+00
3.711882000000000126e+00,-3.832613999999999965e+00
3.694442000000000004e+00,-3.887944000000000067e+00
3.676034000000000024e+00,-3.942906999999999940e+00
3.656566000000000205e+00,-3.997424999999999784e+00
3.635943999999999843e+00,-4.051421000000000383e+00
3.614075999999999844e+00,-4.104701999999999629e+00
3.590866999999999809e+00,-4.158061000000000007e+00
3.566225000000000200e+00,-4.209569000000000116e+00
3.540055999999999869e+00,-4.261002000000000400e+00
