s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,t_s,x_m,y_m,psi_rad,v_mps
12.118426525476288,0.29345609163320824,-0.1506473930952727,6.779888596342637,1.966321962889292,-0.06620964227831427,6.173751136291185,1.3834567048887358,3.7315622848101793,-4.490636352914626,-2.2340602889130823,6.779888596342637
12.376671972486571,0.24833906808887013,-0.16942092465045624,6.943750433881012,-0.9810068684009741,-0.0702574069028787,6.312365214416281,1.4247196859663986,3.5418165100508676,-4.707855122454756,-2.350024319221703,6.943750433881012
12.634929009093394,0.19781531411558947,-0.1893485908654176,6.999999612543634,-3.2951608057970745,0.04046898901609455,6.400218206645653,1.4653362661728853,3.3307171115225835,-4.898262708641094,-2.4647915567993617,6.999999612543634
12.893199319207781,0.14660551983641998,-0.17799543779143975,6.972878004531833,-3.2833812158472595,0.041091067901944174,6.477043231240041,1.5054690223159652,3.106402659664507,-5.063713292125119,-2.5428801061241533,6.972878004531833
13.151391094574352,0.09928556317674873,-0.16664928857181785,6.95484704905632,-3.315916176571827,0.040446733450785415,6.571887402071113,1.545097267052185,2.8749469267333883,-5.208623408752635,-2.6178216294734646,6.95484704905632
13.409344028206483,0.05575523845450253,-0.1556709022362964,6.944571255561398,-3.3579464165010466,0.03941440473764432,6.68281515895947,1.5841319442690782,2.6373342168799994,-5.333753108930447,-2.698066454616385,6.944571255561398
13.666868784019773,0.01583830685641879,-0.14516637877038585,6.942849736079289,-3.4083619333705424,0.03798496249726712,6.813938384309711,1.6224942445778376,2.3939092861443605,-5.436495422364866,-2.792342939793076,6.942849736079289
13.923988520819785,-0.020660707714340303,-0.13524050787334474,6.949945698243098,-3.466916535893379,0.03612630337216985,6.966265654942612,1.6600943488898585,2.1457553200868293,-5.512466467316217,-2.9065402778522675,6.949945698243098
14.180914766677148,-0.05397368852986577,-0.1259965406654002,6.9642631705523,-3.5326028202348363,0.03383814146917501,7.1308212161876074,1.6968580203124006,1.895367419634005,-5.555888775726611,-3.0433465589925675,6.9642631705523
14.437720085968795,-0.08439586706919597,-0.11751756571763353,6.981691502924063,-3.603170300432595,0.03117054931971602,7.286302635597744,1.7327795371330892,1.647263852234004,-5.561702942027143,3.0859312195066395,6.981691502924063
14.694670609697361,-0.11229368347956144,-0.10984933768773067,6.99598038729621,-3.675268393933555,0.028216523346493376,7.404248556802536,1.7679685047413936,1.4058800789079138,-5.528568203003577,2.9297902800537865,6.99598038729621
14.952240464339495,-0.13808099258666062,-0.10299747585168906,6.999999927638999,-3.377904831614103,0.03823792151382852,7.459976583493984,1.8026595095839204,1.174223125895615,-5.459731433917831,2.788257661206642,6.999999927638999
15.210584903019823,-0.16179012380563343,-0.09376291394243848,6.999999898456573,-2.8269351603731203,0.05049122076599542,7.4564456128580785,1.837143081624668,0.952668694365918,-5.361552245495473,2.6758748492270175,6.999999898456573
15.469568695840499,-0.18296192429836128,-0.08154096866096143,6.999999829492676,-2.2061120751723107,0.05951214875970773,7.403651034795046,1.871693805798292,0.7394117607502979,-5.241673847355823,2.5956659216628313,6.999999829492676
15.728887951338049,-0.2010647021443669,-0.06700528502934448,6.999999773484074,-1.5701114387634807,0.0656013514755104,7.31415344912811,1.9065450803920638,0.5317490395566682,-5.106484508570033,2.544880994260581,6.999999773484074
15.98817676195718,-0.2156171635978309,-0.05075939256160453,6.999999727109895,-0.9506900632979182,0.06927067886795014,7.201880502880285,1.941872273806038,0.3263789703656972,-4.961746981963654,2.5204668453728165,6.999999727109895
16.247238585981567,-0.22618309747590176,-0.03331517333909002,6.9999996876932515,-0.35893761828209164,0.07102060755355338,7.078207855314475,1.9777899844893714,0.11967387153282516,-4.812150385320525,2.5194174473740074,6.9999996876932515
16.506028931439538,-0.23238011620718685,-0.015102564484352439,6.999999653187977,0.20577367953137352,0.07121315792344307,6.951713306316502,2.0143628268437106,-0.09154846677751394,-4.66240846134113,2.538495017367505,6.999999653187977
16.764456610471584,-0.2338930066581313,0.003498961222918215,6.999999621987058,0.7454114563076185,0.07006215381850878,6.829847980913438,2.0516153151056034,-0.30993358209758526,-4.516533234523214,2.5758363122650305,6.999999621987058
17.022527151023166,-0.23049250869534652,0.022125467132701672,6.9999995934851515,1.254356805328193,0.06772119350915491,6.720702078594185,2.0895327082787065,-0.5383353130881128,-4.378886834539771,2.6320160530999375,6.9999995934851515
17.28019889125719,-0.2220625828439421,0.040413568602160416,6.999999569042488,1.713909821199876,-0.008914378639525206,6.633610152722786,2.128052273735851,-0.7789384381361701,-4.254632005146743,2.7085004980891254,6.999999569042488
17.53759174539559,-0.21136730698898218,0.037980509657777065,6.99999967538362,2.0923399532096907,-0.06080129421775259,6.579279843302889,2.1670421657983283,-1.0325588996197756,-4.147490885691679,2.7874061422763083,6.99999967538362
17.794760989665328,-0.2032232441186385,0.021232084205114226,6.999999680066524,2.3520284790054107,-0.057710781692457754,6.551088388682012,2.206345329695961,-1.2976865439847993,-4.060857666964724,2.8743968909877724,6.999999680066524
18.051804408137688,-0.19956122368824578,0.0052572384006901365,6.999999664626506,2.4621069395712505,-0.05623428454708262,6.540794052717537,2.245845519188382,-1.5716812949974346,-4.000027793917655,2.9730390290062823,6.999999664626506
18.309158003440206,-0.20026631919143148,-0.010345251387099678,6.999999628068981,2.410890167266808,-0.05693456214374671,6.547982318485919,2.285440176421631,-1.849889435952935,-3.966801896159404,3.06851447236468,6.999999628068981
18.566953529438546,-0.20532050154346634,-0.02613809720063698,6.999999584514038,2.2107327500943312,-0.05945746627824912,6.571486194587899,2.3250239120915803,-2.1284336379137114,-3.9590814624331943,-3.13039524134322,6.999999584514038
18.82514346163731,-0.21481261433315718,-0.042585457598743943,6.999999556229602,1.8923125690839844,-0.06284679134655982,6.60981851659911,2.364495046066139,-2.4047885587198765,-3.9727555241347092,-3.061324999443211,6.999999556229602
19.08362272611097,-0.22888777323476922,-0.059881620909686406,6.9999995514497515,1.4923867150241412,-0.06617366758095652,6.662341165107677,2.403759209372241,-2.677246537513498,-4.002876513044792,-3.010641629575767,6.9999995514497515
19.342275848587292,-0.24767160576629624,-0.07795793504586007,6.999999562441389,1.0425141499264388,-0.06885025823023087,6.730479721771875,2.4427257718280075,-2.9452187586756056,-4.043488948735125,-2.979689119155021,6.999999562441389
19.60098736011607,-0.2712038415314956,-0.09657712267560745,6.999999579044099,0.563878761530458,-0.0705963675919965,6.818420852029073,2.481297592984404,-3.2090176161279595,-4.089219854375797,-2.9672611972029204,6.999999579044099
19.859668621551243,-0.2993906728670626,-0.11541696065155113,6.999999594662779,0.06859545641816733,-0.06320075445542545,6.933086958149288,2.519358091062325,-3.469397216183893,-4.135308215172373,-2.97079801466083,6.999999594662779
20.118257001483244,-0.3316906443486961,-0.13198400016740588,6.999999584359667,-0.4352023183258254,0.07088401750243226,7.085228590197243,2.556755873615107,-3.7258233727930055,-4.178226924551176,-2.9886195664455517,6.999999584359667
20.37670338164414,-0.3629942227352231,-0.11385607932497836,6.9999995465717975,-0.9375932657079448,0.06932651522268432,7.310094659346767,2.59322903663117,-3.974771352835891,-4.217174424976617,-2.9939348586958086,6.9999995465717975
20.6349604102055,-0.38897897874744947,-0.09668423064595545,6.9999995032348625,-1.422519150724807,0.06665955976538368,7.5653244175931285,2.628557368117064,-4.213657680172065,-4.249872415663958,-3.025544965668972,6.9999995032348625
20.893054552354727,-0.41014194168335777,-0.08073714772067246,6.999999462704415,-1.8660571376156045,0.06309518263180328,7.833697954161875,2.662682699204739,-4.443229282763913,-4.2707550082577885,-3.0810421564438015,6.999999462704415
21.151087760198724,-0.42707037014470767,-0.06616267648205461,6.999999439759698,-2.2381817056045397,0.05913049008940987,8.089289321256214,2.6956377325012593,-4.664853985015421,-4.276271765939567,3.127899187020863,6.999999439759698
21.40914192831685,-0.44036818800009175,-0.05293495104197044,6.999999451515353,-2.5084642174302525,0.055579763515868165,8.299990470581816,2.7275581906829967,-4.879645802597207,-4.26402113113954,3.0404380682430467,6.999999451515353
21.66729212049641,-0.45057637860914784,-0.04081394996680128,6.99999949851728,-2.6546636958027867,0.05337932149497871,8.435610680953094,2.7586808193177466,-5.088035842610428,-4.232781538245653,2.9445192562527356,6.99999949851728
21.925607775862083,-0.45809937126278955,-0.029354744388888576,6.999999554971229,-2.6708312873514535,0.053122293030347226,8.479000166280626,2.789319544452158,-5.289620016236117,-4.181808407323916,2.84359826782141,6.999999554971229
22.184198356811383,-0.4631543605483944,-0.018002135986522474,6.999999595000251,-2.5706168505443316,0.05466923711837127,8.433227429932522,2.8198204011879446,-5.486082402047803,-4.110049910014885,2.746118793156992,6.999999595000251
22.44316772390576,-0.4657587252128107,-0.006247159244641922,6.999999574589218,-2.3837661778533055,0.05728145455468595,8.31938826601103,2.8505069312153273,-5.679937965354513,-4.018248699318322,2.660980277732111,6.999999574589218
22.702439605710527,-0.4657587054943153,0.006247340364387858,6.999999520354284,-2.147853606258727,-0.0541905272330042,8.167026173458343,2.8816335148977195,-5.871826564462711,-3.9084020768825085,2.5907659355862123,6.999999520354284
22.961788823147728,-0.4657084150627007,-0.005794252139024662,6.999999522090231,-1.8994575515748406,0.04921972847751165,8.012414981368831,2.913346500452123,-6.059961761799602,-3.78103889884459,2.5094418698690313,6.999999522090231
23.221096711484066,-0.46575865263041627,0.005350137998851475,6.999999532000948,-1.6679798092332745,-0.04277207689756395,7.873745890251935,2.9456662643890597,-6.244009535587244,-3.6386778107030127,2.4631640889592834,6.999999532000948
23.4803469236422,-0.46566127839099736,-0.004504338199997907,6.999999540531763,-1.4731024843472997,0.034983857342972095,7.760412261054107,2.978559776120858,-6.423921320587263,-3.48418501804276,2.4058230050796325,6.999999540531763
23.739436549132474,-0.4657586160906616,0.003670935498956543,6.9999995471868806,-1.3253296327872623,-0.025873269000057906,7.67693018721773,3.0119300193531,-6.59893871752394,-3.320057212938673,2.3729629999399093,6.9999995471868806
23.998252590996263,-0.465613329000767,-0.0024404862880359523,6.999999551848694,-1.228640630027682,0.015386387369386328,7.622961447854226,3.0456662080942807,-6.768077328916548,-3.1489379353212104,2.328017603142911,6.999999551848694
24.25672264571185,-0.46575858915803453,0.0012188353765870217,6.999999554495169,-1.1841845237838693,-0.0077987459626783365,7.59871226215798,3.0796390312825395,-6.9300781230905395,-2.9714154313143433,2.2929772384432505,6.999999554495169
24.514867222483378,-0.4656897570874647,-0.0006418177892052405,6.999999555149752,-1.1939273723095642,0.0029621862700790367,7.603970359026052,3.1137217189893445,-7.085180770924879,-2.787960781640973,2.252891751060784,6.999999555149752
24.7728875463016,-0.4657585883659217,6.439512180833751e-05,6.999999553677707,-1.2633776579314606,-0.0004323901154664842,7.6424322375707785,3.147780100488242,-7.233354768032324,-2.5984568977777713,2.2159321153339477,6.999999553677707
25.03095686051754,-0.46575547823361124,-3.8172642116393876e-05,6.999999552577506,-3.703963643937379,0.0002115540099168737,7.720736132774485,3.1816674101229085,-7.37418169146755,-2.4037958455440447,2.1774541494233346,6.999999552577506
25.28901205390413,-0.46575860951547987,1.150130928323467e-05,6.922122813846175,-3.999967713227537,-8.144041158915144e-05,7.7632891822186005,3.215398412866748,-7.506469615647029,-2.205027194857691,2.13604087479448,6.922122813846175
25.547016188068834,-0.46575812500098834,-7.3049295571740844e-06,6.841625685014042,-3.9999837908909974,4.469139871505521e-05,7.86764667404072,3.2489530038812022,-7.62823365565205,-2.003522624547635,2.0874530558244926,6.841625685014042
25.80489033388528,-0.46575863678748725,2.7599070368954736e-06,6.772345293800259,-3.99998894404473,-2.097837185482488e-05,8.072837112609388,3.282037501485847,-7.736498538575787,-1.800738936948271,2.027335195848316,6.772345293800259
26.06263211137413,-0.46575853228104885,-1.7978701290579232e-06,6.718658932797235,-3.9999912346651265,1.0544354971433953e-05,8.419089359638892,3.3142455059370763,-7.828031537798813,-1.5978463026370093,1.9514951257622257,6.718658932797235
26.32010691024415,-0.46575867865752313,3.813738226557065e-07,6.684928310757699,-3.999992367310306,-2.5912843200104e-06,8.961025997619654,3.3450839420374243,-7.89892503360523,-1.3970351429632328,1.855788918703686,6.684928310757699
26.577128033185712,-0.46575865333756583,-1.1926263432054794e-07,6.674596890338939,-3.999992856473633,-2.626875973792098e-06,9.759607108266485,3.374007085674914,-7.945326563279467,-1.2023550484887136,1.7330628365375642,6.674596890338939
26.83361704934761,-0.46575871566432053,-5.845279161877904e-07,6.6887707044751865,-3.9999929375677143,8.467594995642864e-06,10.837897612235995,3.400515059933076,-7.963015431022749,-1.0200886852610407,1.5743493809644509,6.6887707044751865
27.08948939418029,-0.4657587009311887,7.688831324568977e-07,6.724820634549414,-3.999992819829324,-1.4032550047829142e-05,12.060229205512464,3.42434694388867,-7.949735192132918,-0.8555047654409499,1.3771168899359816,6.724820634549414
27.344764434281352,-0.46575873621435265,-1.257539979562841e-06,6.776417399432657,-3.9999927891041853,2.1814298949168153e-05,12.98988630913953,3.4457391489288605,-7.906442216738535,-0.7133587977526212,1.1444346861987298,6.776417399432657
27.599807889452354,-0.46575870702649463,1.689624845954536e-06,6.835764814065477,-3.9999931411690097,-2.887216096010533e-05,13.0818169448127,3.4655896667393575,-7.8345051247777775,-0.5953292844735987,0.8879606709231675,6.835764814065477
27.85532195773233,-0.4657587427503742,-2.217585020259426e-06,6.895648926215371,-3.9999920936518825,9.296795088356497e-05,12.29192354743808,3.4853006627405616,-7.730987203276881,-0.4986825744729665,0.6370873545958692,6.895648926215371
28.112262525939997,-0.4657580837495568,1.128935759590914e-05,6.948635768012922,-3.999983166981106,-0.0001910773452472758,11.120260579594998,3.506289517859327,-7.5907977553495805,-0.4201098358597998,0.4248255231403594,6.948635768012922
28.370624828442477,-0.4657587588061896,-1.9632260609649605e-05,6.986070630207235,-3.999970187812893,0.0002661711718761571,10.01325465830923,3.529516287911388,-7.416486840337131,-0.36115262969765016,0.2622642638664637,6.986070630207235
28.629525257090407,-0.46575796116104135,2.846130626687794e-05,7.000000017370027,-3.501849907574316,0.03450503020240113,9.126478007838857,3.5553544398658787,-7.216029757119385,-0.322457597217257,0.14359692253452128,7.000000017370027
28.888399486307076,-0.46507108796833246,0.006886289152892367,6.999999535021902,-2.6034306871069335,0.05417441270711776,8.463806971908815,3.583735834745357,-6.997396824416637,-0.30150668073819187,0.0659082792007431,6.999999535021902
29.14701549632439,-0.4623499797723253,0.018508057869377374,6.999999551338444,-1.867687863161266,0.06307944137085056,7.983673154092513,3.614352285839992,-6.76560284488944,-0.2933305309306742,0.02009607916848993,6.999999551338444
29.405334968875323,-0.45651235000798623,0.03286461376904616,6.999999569442824,-1.278224235289185,0.06757934268556207,7.632467968924888,3.646822702237904,-6.525229641344897,-0.29261929034617395,-0.0044653325298571675,6.999999569442824
29.66341159004803,-0.44678585277250543,0.048960085048133074,6.999999580750277,-0.807425255293157,0.06984327141548724,7.371503229210185,3.680795387749253,-6.279237852965069,-0.29610809522176673,-0.015308282861259521,6.999999580750277
29.92142934783236,-0.43261659247268214,0.06618677880626102,6.999999588340697,-0.42860894922844184,0.07089669620427963,7.17472448327472,3.7159734866935974,-6.027775677258136,-0.3008013669721574,-0.013770082078388854,6.999999588340697
30.179557156697694,-0.4136180635334794,0.08415258329383425,6.9999995942034055,-0.12082891277408142,0.07127232867787191,7.025386751377274,3.752113987384629,-5.769863495992443,-0.30370318180606404,0.002036984303946887,6.9999995942034055
