4.360000000000225917e-01,-7.505840000000006285e+00,-2.747833301317627319e-02,4.000000000000000000e+00
4.859720329508081527e-01,-7.507213493869713261e+00,-2.676857965916963622e-02,4.000000000000000000e+00
5.359459425399661914e-01,-7.508516050135725095e+00,-2.348689429236648640e-02,4.000000000000000000e+00
5.859240270823908858e-01,-7.509561487550612924e+00,-2.351687326855273277e-02,4.000000000000000000e+00
6.358956801294763928e-01,-7.510866988854147053e+00,-3.249292318534441337e-02,4.000000000000000000e+00
6.858612452775414425e-01,-7.512809883193199312e+00,-3.109836536717807201e-02,4.000000000000000000e+00
7.358347966482642333e-01,-7.513975934307758564e+00,-2.051034568786908388e-02,4.000000000000000000e+00
7.858149415912104585e-01,-7.514860255578412307e+00,-1.487901135128451811e-02,4.000000000000000000e+00
8.358001003151949160e-01,-7.515463428967024129e+00,-1.357067406759021426e-02,4.000000000000000000e+00
8.857830215025286336e-01,-7.516216973094884679e+00,-2.033577614662998578e-02,4.000000000000000000e+00
9.357641548884514382e-01,-7.517496555873599107e+00,-1.671002759332010021e-02,4.000000000000000000e+00
9.857516208611412090e-01,-7.517887606645757614e+00,-1.305840465609173738e-02,4.000000000000000000e+00
1.035729911939605508e+00,-7.518802023385390498e+00,-3.287038186872085627e-02,4.000000000000000000e+00
1.085693541623834246e+00,-7.521173919409882558e+00,-3.440876815945088929e-02,4.000000000000000000e+00
1.135668744265513341e+00,-7.522242153266731179e+00,-2.197254800988385909e-02,4.000000000000000000e+00
1.185642285164989929e+00,-7.523370401469151147e+00,-2.709789925483148745e-02,4.000000000000000000e+00
1.235615501395577631e+00,-7.524951163526679920e+00,-2.643299362142341111e-02,4.000000000000000000e+00
1.285589543521225675e+00,-7.526012922186325227e+00,-2.490895538668828554e-02,4.000000000000000000e+00
1.335565460123277148e+00,-7.527441327623300538e+00,-2.252408416018536821e-02,4.000000000000000000e+00
1.385544095948465726e+00,-7.528264687749622652e+00,-2.360027001531572743e-02,4.000000000000000000e+00
1.435516328928412966e+00,-7.529800633154591694e+00,-2.771900597115681264e-02,4.000000000000000000e+00
1.485494299615589320e+00,-7.531035917830262605e+00,-1.696237954606715295e-02,4.000000000000000000e+00
1.535477832085064387e+00,-7.531496380749060471e+00,-1.038963179430392632e-02,4.000000000000000000e+00
1.585465567519050767e+00,-7.532074619868097898e+00,-3.123729086992657437e-03,4.000000000000000000e+00
1.635455456331790902e+00,-7.531808684777757001e+00,5.072332267621588011e-04,4.000000000000000000e+00
1.685446108297252721e+00,-7.532023906411436265e+00,-3.380933827780719866e-03,3.974048702175527303e+00
1.735436682056674895e+00,-7.532146715973933482e+00,3.617006483789378217e-03,3.923408702756985278e+00
1.785423965598087692e+00,-7.531662284276340102e+00,2.039933262927450322e-02,3.872106482326578281e+00
1.835402277489315725e+00,-7.530107201630451996e+00,2.853470527507671536e-02,3.820115361096018791e+00
1.885377491477183032e+00,-7.528809365522027619e+00,2.903371856664042558e-02,3.767406818182504669e+00
1.935345090693155301e+00,-7.527204674504957005e+00,3.593140070555361082e-02,3.713950308673270584e+00
1.985300797257422589e+00,-7.525217435243327202e+00,4.430812816985405661e-02,3.659713056634432249e+00
2.035238900922421657e+00,-7.522775668021600914e+00,5.406783429024140941e-02,3.604659820081056676e+00
2.085152152958994254e+00,-7.519813421756862404e+00,6.510699440037548413e-02,3.548752623121686600e+00
2.135031645049087157e+00,-7.516269266415974037e+00,7.733779037589427752e-02,3.491950449493707698e+00
2.184866879955048358e+00,-7.512086293293533501e+00,9.487406014538347920e-02,3.434208890461610153e+00
2.234602383275842374e+00,-7.506794140322397446e+00,1.215015222969384329e-01,3.386686371801338247e+00
2.284217790061435771e+00,-7.499955252324994603e+00,1.385277126472028442e-01,3.387964166406040700e+00
2.333758864438439051e+00,-7.492969676301848736e+00,1.461189220224354823e-01,3.424654101781297921e+00
