s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm,x_m,y_m,psi_rad,v_mps,x_rollout_m,y_rollout_m,psi_rollout_rad,v_rollout_mps,psi_err_rad,xy_err_m,v_err_mps
65.74236149685353,0.0,0.0,3.5658466474901624,-1.2460823976376105,0.0905871166474683,3.5658466474901624,0.014053874855488788,20.66199991630648,0.27525975585315976,-9.986923409173903,-3.2244349851584317,-0.9883179515268729,3.5658466474901624,-9.455917585874715,-5.015647612854445,5.417538088489673,3.5658466474901624,0.12267073283695851,1.8682638630544948,0.0
65.79253986160789,0.0,0.0,3.548334361414136,-2.184179899072734,0.0914785140050973,3.548334361414136,0.0141501804060028,20.67605379116197,0.27798346921032596,-9.959032999306894,-3.2659078768496164,-0.9723190538149263,3.548334361414136,-9.423255215633423,-5.053492304677446,5.431298572739585,3.548334361414136,0.12043231937492394,1.866150026147578,0.0
65.84252238787484,0.0,0.0,3.517427821803092,-1.8134297067401686,0.09308393222827566,3.517427821803092,0.014264800814136372,20.69020397156797,0.2828900390017868,-9.930604592211946,-3.3070255571634224,-0.9630115109070111,3.517427821803092,-9.39007265246073,-5.090881712876414,5.445195217884635,3.517427821803092,0.1250214216120593,1.8639521351596842,0.0
65.89269176669703,0.0,0.0,3.4915596082460056,-0.185390886526636,0.09446015860032189,3.4915596082460056,0.014323089668726842,20.704468772382107,0.28709730967204633,-9.901734513145982,-3.3482774693536914,-0.9523250687853229,3.4915596082460056,-9.356369204071761,-5.12780225565173,5.45933714689302,3.4915596082460056,0.12847690849875626,1.8612178231982146,0.0
65.94286085211655,0.0,0.0,3.48890423795452,2.177315331678365,0.09460314264789879,3.48890423795452,0.014265043935517759,20.718791862050836,0.2875344897854723,-9.872429496859674,-3.388777662996114,-0.934156717423176,3.48890423795452,-9.322143192164932,-5.164238882465562,5.473689401168947,3.48890423795452,0.12466081141253582,1.8587838924884554,0.0
65.99283101949597,0.0,0.0,3.519963736822388,2.4999999999999862,0.0929506296383067,3.519963736822388,0.01413119429713,20.733056905986352,0.28248257646145897,-9.84232031198235,-3.428639296185789,-0.910704495729038,3.519963736822388,-9.287397383645322,-5.200180172416698,5.488063510474304,3.519963736822388,0.11558269902375606,1.8564203544863214,0.0
66.04293942541625,0.0,0.0,3.555291722565213,2.499999999999991,0.08968230517239845,3.555291722565213,0.013992151224503018,20.74718810028348,0.27249550595606464,-9.810977610616604,-3.467942522957184,-0.8934781619681912,3.555291722565213,-9.252143022986012,-5.2356227892227585,5.502185070061627,3.555291722565213,0.11247792485023211,1.8539119774350092,0.0
66.09307990825882,0.0,0.0,3.5902721006264704,2.5000000000000115,0.08560879218061293,3.5902721006264704,0.013857133448541005,20.761180251507984,0.26005619860347584,-9.779473684914313,-3.50678386442258,-0.8833809701894768,3.5902721006264704,-9.21640039197881,-5.27057298585994,5.515807366958091,3.5902721006264704,0.11600302996798106,1.8514868614489286,0.0
66.14309282763855,0.0,0.0,3.624914934247823,2.4999999999999996,0.08173171389056878,3.624914934247823,0.01372595041763596,20.775037384956526,0.24822482657037429,-9.747507048610347,-3.545251359309468,-0.8756412955460487,3.624914934247823,-9.180195681326897,-5.305044340500553,5.528807811624924,3.624914934247823,0.12126379999138592,1.8489763449266796,0.0
66.19327612481823,0.0,0.0,3.659229810291913,2.5000000000000084,0.0787611456086595,3.659229810291913,0.013598423974635796,20.788763335374163,0.23916488145694212,-9.71518842916001,-3.5838608334593465,-0.8668856374651808,3.659229810291913,-9.143555932661487,-5.339052976341735,5.541216795298806,3.659229810291913,0.12491712558439971,1.8459315180930211,0.0
66.24344550212365,0.0,0.0,3.6932258702285026,2.4999999999999845,0.07684656266683093,3.6932258702285026,0.013474387339172273,20.8023617593488,0.23332785028577266,-9.682567423971111,-3.6217412987039594,-0.853298620418383,3.6932258702285026,-9.10650458499954,-5.372612750308587,5.553172864119036,3.6932258702285026,0.12328617735783354,1.8432035249771206,0.0
66.29342760869152,0.0,0.0,3.726911838576433,2.499999999999991,0.07562155598511196,3.726911838576433,0.013353684190289398,20.81583614668797,0.22959405089024845,-9.649461821982936,-3.6591792045041203,-0.8408551091251847,3.726911838576433,-9.069059473108254,-5.405732620826864,5.564837134469678,3.726911838576433,0.12250693641527732,1.84046616992758,0.0
66.34340314231797,0.0,0.0,3.7602960490521564,2.499999999999995,0.07448831785908289,3.7602960490521564,0.013236167837894745,20.82918983087826,0.22614057783707864,-9.615917470514464,-3.696226193476143,-0.8291950459197975,3.7602960490521564,-9.031233641521196,-5.438417014534836,5.576314748810199,3.7602960490521564,0.1223244875504097,1.8376844225457734,0.0
66.39337906216795,0.0,0.0,3.793386468646893,2.5000000000000133,0.07293955842035606,3.793386468646893,0.013121700473045303,20.842425998716156,0.2214217720857947,-9.581947398575547,-3.73288248049222,-0.8171029343803292,3.793386468646893,-8.993037948356637,-5.470668417142185,5.5876197209080924,3.793386468646893,0.12153734810883421,1.8348608400027329,0.0
66.44368071195535,0.0,0.0,3.8261907198295066,2.4999999999999956,0.07073508603795793,3.8261907198295066,0.013010152488353577,20.855547699189202,0.2147069570859528,-9.5470709587001,-3.769582731673714,-0.8054107129845473,3.8261907198295066,-8.954483847103381,-5.502490521444404,5.598688795636908,3.8261907198295066,0.12091420144186849,1.8314281019681011,0.0
66.49398968370572,0.0,0.0,3.8587161010503905,2.4999999999999973,0.0678985413041956,3.8587161010503905,0.012901401860892583,20.868557851677554,0.20606992818519915,-9.512237765766997,-3.8054396141732894,-0.793711852388711,3.8587161010503905,-8.915585131427445,-5.533890465530687,5.6094221906883215,3.8587161010503905,0.11994873589744515,1.8285340334876026,0.0
66.54397000411736,0.0,0.0,3.890969605702622,2.5000000000000084,0.06461317889950932,3.890969605702622,0.012795333590918424,20.88145925353845,0.19607044352859704,-9.476978182853824,-3.84085076439501,-0.7838577434867506,3.890969605702622,-8.8763583092417,-5.564879574626698,5.61972381285021,3.890969605702622,0.12039624915737335,1.8256559289983234,0.0
