s_m,ey_m,epsi_rad,v_mps,a_mps2,delta_rad,sdot_mps,dt_s,t_s,curvature_1pm
65.34110351411002,0.0,0.0,3.5494663008382235,-2.0005222841513364,0.09142050215764881,3.5494663008382235,0.01414040983949132,20.54826537106852,0.27780619733443124
65.39111972739991,0.0,0.0,3.5211780958472882,-1.9226212873987025,0.0928868965801904,3.5211780958472882,0.01425266847965363,20.562405780908012,0.2822877688686718
65.44133963303315,0.0,0.0,3.4937756120260697,-1.0625572785548805,0.09434107969697089,3.4937756120260697,0.014339831056790424,20.576658449387665,0.2867332296454844
65.49154186462496,0.0,0.0,3.4785387201634297,0.2513333338787864,0.09516439582157936,3.4785387201634297,0.014363783613807642,20.590998280444456,0.2892506612844197
65.54153681591515,0.0,0.0,3.4821488177862014,1.524088991803917,0.09496836073214124,3.4821488177862014,0.014311514491397356,20.605362064058262,0.28865121428593515
65.59185493371378,0.0,0.0,3.5039608394785824,2.1820949408923833,0.09379663590478188,3.5039608394785824,0.014204147742419217,20.61967357854966,0.28506871411038565
65.64216896234365,0.0,0.0,3.5349556384070033,1.7886321714557323,0.0921683529547332,3.5349556384070033,0.014091638404598627,20.633877726292077,0.28009161537922156
65.69216686265639,0.0,0.0,3.5601603962059896,0.40527638843492303,0.09087512808538142,3.5601603962059896,0.01403055160980825,20.647969364696674,0.27613974210287845
65.74236149685353,0.0,0.0,3.5658466474901624,-1.2460823976376105,0.0905871166474683,3.5658466474901624,0.014053874855488788,20.66199991630648,0.27525975585315976
65.79253986160789,0.0,0.0,3.548334361414136,-2.184179899072734,0.0914785140050973,3.548334361414136,0.0141501804060028,20.67605379116197,0.27798346921032596
65.84252238787484,0.0,0.0,3.517427821803092,-1.8134297067401686,0.09308393222827566,3.517427821803092,0.014264800814136372,20.69020397156797,0.2828900390017868
65.89269176669703,0.0,0.0,3.4915596082460056,-0.185390886526636,0.09446015860032189,3.4915596082460056,0.014323089668726842,20.704468772382107,0.28709730967204633
65.94286085211655,0.0,0.0,3.48890423795452,2.177315331678365,0.09460314264789879,3.48890423795452,0.014265043935517759,20.718791862050836,0.2875344897854723
65.99283101949597,0.0,0.0,3.519963736822388,2.4999999999999862,0.0929506296383067,3.519963736822388,0.01413119429713,20.733056905986352,0.28248257646145897
66.04293942541625,0.0,0.0,3.555291722565213,2.499999999999991,0.08968230517239845,3.555291722565213,0.013992151224503018,20.74718810028348,0.27249550595606464
66.09307990825882,0.0,0.0,3.5902721006264704,2.5000000000000115,0.08560879218061293,3.5902721006264704,0.013857133448541005,20.761180251507984,0.26005619860347584
66.14309282763855,0.0,0.0,3.624914934247823,2.4999999999999996,0.08173171389056878,3.624914934247823,0.01372595041763596,20.775037384956526,0.24822482657037429
66.19327612481823,0.0,0.0,3.659229810291913,2.5000000000000084,0.0787611456086595,3.659229810291913,0.013598423974635796,20.788763335374163,0.23916488145694212
66.24344550212365,0.0,0.0,3.6932258702285026,2.4999999999999845,0.07684656266683093,3.6932258702285026,0.013474387339172273,20.8023617593488,0.23332785028577266
66.29342760869152,0.0,0.0,3.726911838576433,2.499999999999991,0.07562155598511196,3.726911838576433,0.013353684190289398,20.81583614668797,0.22959405089024845
66.34340314231797,0.0,0.0,3.7602960490521564,2.499999999999995,0.07448831785908289,3.7602960490521564,0.013236167837894745,20.82918983087826,0.22614057783707864
66.39337906216795,0.0,0.0,3.793386468646893,2.5000000000000133,0.07293955842035606,3.793386468646893,0.013121700473045303,20.842425998716156,0.2214217720857947
66.44368071195535,0.0,0.0,3.8261907198295066,2.4999999999999956,0.07073508603795793,3.8261907198295066,0.013010152488353577,20.855547699189202,0.2147069570859528
66.49398968370572,0.0,0.0,3.8587161010503905,2.4999999999999973,0.0678985413041956,3.8587161010503905,0.012901401860892583,20.868557851677554,0.20606992818519915
66.54397000411736,0.0,0.0,3.890969605702622,2.5000000000000084,0.06461317889950932,3.890969605702622,0.012795333590918424,20.88145925353845,0.19607044352859704
66.59394018556155,0.0,0.0,3.922957939679918,2.499999999999999,0.061116371089252865,3.922957939679918,0.012691839190540049,20.894254587129367,0.18543205796749798
66.64405763017382,0.0,0.0,3.9546875376562682,2.5000000000000218,0.057670210869856395,3.9546875376562682,0.012590816217166779,20.90694642631991,0.17495221290216464
66.69432412179341,0.0,0.0,3.9861645781991855,1.1051205809725442,0.054596683556364926,3.9861645781991855,0.012519377558455107,20.919537242537075,0.16560907739470812
