s_m,x_m,y_m,psi_unwrapped_rad,psi_rad,curvature_1pm,v_ref_mps,a_ref_mps2,yaw_rate_ref_radps,delta_ref_rad,dt_s,t_s,ey_ref_m,epsi_ref_rad,w_tr_right_m,w_tr_left_m,x_rollout_m,y_rollout_m,psi_rollout_unwrapped_rad,v_rollout_mps,psi_rollout_rad,psi_err_rad,xy_err_m,v_err_mps
19.5,-2.959882562640562,-4.29911133004873,3.385836013744565,-2.8973492934350213,0.16368308454322347,3.68980962603295,2.499999999999986,0.6039594209663511,0.05396297670078704,0.013489192439093044,6.493303081351707,0.0,0.0,0.8377003757739134,0.8377003757739134,-2.897101034326252,-4.174876508613372,3.364603880795155,3.68980962603295,-2.9185814263844314,-0.021232132949410065,0.1391970227934335,0.0
19.55,-3.0082732714530085,-4.311693882060639,3.4056810170066756,-2.8775042901729107,0.12592015088188796,3.7235326071306822,2.5000000000000138,0.46886778770352516,0.04152975756286532,0.013368116271858025,6.5067922737908,0.0,0.0,0.8407837941844553,0.8407837941844553,-2.945817032896948,-4.186134284981918,3.372788035022316,3.7235326071306822,-2.9103972721572706,-0.03289298198435997,0.14023549533959723,0.0
19.6,-3.0564717370690264,-4.324995180417564,3.41077557164129,-2.8724097355382963,0.1550183398585166,3.7569528978103275,2.4999999999999822,0.5823966011452001,0.05111149795497508,0.01325024299736422,6.5201603900626575,0.0,0.0,0.8194333548781256,0.8194333548781256,-2.9944503035612318,-4.197744484208039,3.3790840425664106,3.7569528978103275,-2.9041012646131756,-0.03169152907487938,0.14156058031871216,0.0
19.650000000000002,-3.1047328900905153,-4.338066087168867,3.405721290366469,-2.877464016813118,0.12883024848405802,3.790078505303738,2.4999999999999805,0.4882767556123678,0.042488395936193996,0.013135433844569912,6.533410633060022,0.0,0.0,0.8362430529905447,0.8362430529905447,-3.0430007902453675,-4.2096959580310305,3.3868349595593363,3.790078505303738,-2.89635034762025,-0.01888633080713209,0.1424420661397334,0.0
19.700000000000003,-3.1529199669506354,-4.351407318026867,3.4164107808137976,-2.8667745263657887,0.12301308600201355,3.8229170899151623,2.4999999999999947,0.47026882876030124,0.04057204196079984,0.013023558316841415,6.546546066904592,0.0,0.0,0.8261496703724288,0.8261496703724288,-3.0914652825391604,-4.221991662247009,3.393276471983539,3.8229170899151623,-2.8899088351960476,-0.02313430883025891,0.14326580260845442,0.0
19.75,-3.2010173365988512,-4.365069409374444,3.4202910875697556,-2.8628942196098306,0.08529583376158051,3.855475985707266,2.4999999999999916,0.3288560387486527,0.028140194990371466,0.012914493568220607,6.5595696252214335,0.0,0.0,0.799984125648783,0.799984125648783,-3.1398514073706414,-4.23459225914949,3.3994271262836397,3.855475985707266,-2.8837581808959465,-0.020863961286115895,0.14410259410980653,0.0
19.8,-3.2490535971916423,-4.378944890316506,3.4256019260328485,-2.8575833811467373,0.09689474926142329,3.887762219627817,2.5000000000000084,0.3767037454588718,0.031964376576477105,0.012808123836213482,6.572484118789654,0.0,0.0,0.81333621988572,0.81333621988572,-3.188171295503629,-4.2474446761008835,3.403691917971719,3.887762219627817,-2.879493389207868,-0.021910008061130526,0.1449101825186372,0.0
19.85,-3.297012097577366,-4.3930846547955476,3.4295957387631493,-2.853589568416437,0.06944254297608674,3.919782529218351,2.5000000000000115,0.2721996667421593,0.022912029032245197,0.0127043399251446,6.585292242625868,0.0,0.0,0.8155943045809212,0.8155943045809212,-3.236432132263515,-4.260517041811279,3.4085366554347902,3.919782529218351,-2.8746486517447956,-0.021059083328358597,0.1457535735746269,0.0
19.900000000000002,-3.3449555939536455,-4.407282793188522,3.4338377575260854,-2.8493475496535012,0.08036071644605322,3.9515433790312127,2.500000000000023,0.3175488570066063,0.026512822462734006,0.012603038734834787,6.597996582551012,0.0,0.0,0.7989558472751567,0.7989558472751567,-3.2846382142861184,-4.273789989652401,3.4120087825835945,3.9515433790312127,-2.8711765245959917,-0.021828974942490476,0.1464872516155934,0.0
19.950000000000003,-3.3926303318492996,-4.422346910112242,3.4562053554453698,-2.8269799517342165,0.040435094889709255,3.9830509758683,2.499999999999969,0.16105504415978375,0.013342789451476928,0.012504122829976773,6.610599621285846,0.0,0.0,0.8113931920577716,0.8113931920577716,-3.332794241889051,-4.287243377403969,3.4160268184058973,3.9830509758683,-2.867158488773689,-0.040178537039472495,0.14776103076246588,0.0
